Bacterial_Species,Mean_Relative_Abundance,Total_Edges,Positive_Edges,Negative_Edges,Triangles,Degree_Centrality,Clustering_Coefficient,Harmonic_Centrality,Betweenness_Centrality,Cohort
Eisenbergiella_tayi,0.0002414479321727061,0,0,0,0,0.0,0.0,0.0,0.0,American
Granulicatella_adiacens,7.038915647449765e-06,0,0,0,0,0.0,0.0,0.0,0.0,American
Alistipes_putredinis,0.05429248935769287,2,2,0,1,0.009950248756218905,1.0,25.799999999999986,0.0,American
Prevotella_disiens,9.5345507900409e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Clostridium_symbiosum,0.00041819699445407136,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,American
Eubacterium_ventriosum,0.0016295012249822204,2,2,0,0,0.009950248756218905,0.0,3.5,0.00029850746268656717,American
Bacteroides_coprocola,0.012899591161993497,19,19,0,94,0.0945273631840796,0.5497076023391813,40.533333333333374,0.004242502925228833,American
Alistipes_senegalensis,0.0024878092502215025,4,4,0,2,0.01990049751243781,0.3333333333333333,24.983333333333327,0.004523028105117656,American
Streptococcus_salivarius,0.000103850372935211,2,2,0,0,0.009950248756218905,0.0,2.0,4.9751243781094526e-05,American
Massilimicrobiota_timonensis,4.8943677690061e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Blautia_hydrogenotrophica,0.0001448189794585505,0,0,0,0,0.0,0.0,0.0,0.0,American
Ruminococcus_bicirculans,0.026252741111939856,0,0,0,0,0.0,0.0,0.0,0.0,American
Intestinimonas_butyriciproducens,0.0009506815096937887,1,1,0,0,0.004975124378109453,0.0,2.5833333333333335,0.0,American
Bacteroides_fluxus,0.0034279760316141554,23,23,0,127,0.1144278606965174,0.5019762845849802,43.616666666666696,0.007191597777461852,American
Clostridioides_difficile,8.566531381134778e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Butyricimonas_synergistica,0.00016551083035672222,0,0,0,0,0.0,0.0,0.0,0.0,American
Eubacterium_ramulus,0.0010577297101767404,8,8,0,9,0.03980099502487562,0.32142857142857145,33.48333333333332,0.0013195272045282236,American
Lachnoclostridium_phocaeense,0.00010952183074337079,0,0,0,0,0.0,0.0,0.0,0.0,American
Roseburia_intestinalis,0.005006354460354796,2,2,0,0,0.009950248756218905,0.0,3.0,0.0001990049751243781,American
Massilioclostridium_coli,0.00018374126825764395,0,0,0,0,0.0,0.0,0.0,0.0,American
Roseburia_faecis,0.0054123478295550476,0,0,0,0,0.0,0.0,0.0,0.0,American
Anaerotignum_neopropionicum,2.2089674443596018e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Lachnospiraceae_bacterium_GAM79,0.010543247437409765,0,0,0,0,0.0,0.0,0.0,0.0,American
Hungatella_hathewayi,0.00020055632305009837,0,0,0,0,0.0,0.0,0.0,0.0,American
Clostridium_scindens,0.0001335906891339917,0,0,0,0,0.0,0.0,0.0,0.0,American
Intestinibacillus_massiliensis,6.207689581554579e-05,1,1,0,0,0.004975124378109453,0.0,19.599999999999998,0.0,American
Prevotella_stercorea,0.0037852201422417134,1,1,0,0,0.004975124378109453,0.0,18.992857142857137,0.0,American
Eubacterium_eligens,0.004672155777723887,2,2,0,0,0.009950248756218905,0.0,3.166666666666667,0.0001990049751243781,American
Fusicatenibacter_saccharivorans,0.002925496306356834,0,0,0,0,0.0,0.0,0.0,0.0,American
Christensenella_minuta,0.00035337551411938125,0,0,0,0,0.0,0.0,0.0,0.0,American
Erysipelotrichaceae_bacterium_GAM147,0.0003279381690778653,0,0,0,0,0.0,0.0,0.0,0.0,American
Massilimaliae_massiliensis,2.4602871521372444e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Faecalibaculum_rodentium,1.3282622052404477e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Ruthenibacterium_lactatiformans,0.002981557558635642,0,0,0,0,0.0,0.0,0.0,0.0,American
Dialister_sp_Marseille-P5638,0.0006643468692538719,0,0,0,0,0.0,0.0,0.0,0.0,American
Barnesiella_viscericola,0.0005572958634281793,0,0,0,0,0.0,0.0,0.0,0.0,American
Parasutterella_excrementihominis,0.004527414877705873,0,0,0,0,0.0,0.0,0.0,0.0,American
Oscillibacter_sp_PEA192,0.003975413478544401,16,16,0,75,0.07960199004975124,0.625,39.6166666666667,0.0012870373141951777,American
Dorea_formicigenerans,0.00151767427386944,1,1,0,0,0.004975124378109453,0.0,2.083333333333333,0.0,American
Lactonifactor_longoviformis,6.635120967840276e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Parabacteroides_sp_CT06,0.01564600512814572,22,21,1,87,0.10945273631840796,0.37662337662337664,43.916666666666686,0.01759369051784738,American
Butyrivibrio_crossotus,0.006730318504142637,0,0,0,0,0.0,0.0,0.0,0.0,American
Coprococcus_comes,0.0016749526580624064,3,3,0,2,0.014925373134328358,0.6666666666666666,26.18333333333332,2.1583260169739535e-05,American
Mageeibacillus_indolicus,2.0544511600835428e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Odoribacter_splanchnicus,0.008334701757932952,7,7,0,8,0.03482587064676617,0.38095238095238093,30.96666666666664,0.0027977227537625683,American
Bacteroides_barnesiae,0.000539457658422399,16,16,0,84,0.07960199004975124,0.7,38.783333333333374,0.0006901729491097296,American
Eubacterium_plexicaudatum,3.6663649040354215e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Agathobaculum_desmolans,0.00017328219657516063,5,5,0,5,0.02487562189054726,0.5,27.34999999999998,0.00361621055025357,American
Clostridium_asparagiforme,0.00015414641595107125,0,0,0,0,0.0,0.0,0.0,0.0,American
Prevotella_timonensis,0.00023313586328903784,0,0,0,0,0.0,0.0,0.0,0.0,American
Holdemanella_biformis,0.00033668550081467405,0,0,0,0,0.0,0.0,0.0,0.0,American
Streptococcus_sp_A12,1.3872429305179275e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Barnesiella_intestinihominis,0.014162350455880868,0,0,0,0,0.0,0.0,0.0,0.0,American
Bacteroides_thetaiotaomicron,0.027182479024767236,12,12,0,29,0.05970149253731343,0.4393939393939394,35.449999999999996,0.002059052452567455,American
Lachnospira_multipara,4.225327859954821e-06,0,0,0,0,0.0,0.0,0.0,0.0,American
Ruminococcus_callidus,0.0006319905583463895,1,0,1,0,0.004975124378109453,0.0,22.576190476190483,0.0,American
Bacteroides_pectinophilus,0.0009614513258269618,2,2,0,0,0.009950248756218905,0.0,2.8333333333333335,0.00014925373134328358,American
Lachnospiraceae_bacterium_Choco86,0.0002456180063325246,4,4,0,5,0.01990049751243781,0.8333333333333334,24.826190476190476,7.213930348258706e-05,American
Prevotella_ihumii,0.00025952760952263257,0,0,0,0,0.0,0.0,0.0,0.0,American
bacterium_LF-3,0.0005336012839709416,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,American
Marvinbryantia_formatexigens,7.974374673867167e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Ruminococcus_gnavus,0.0010836515968876974,7,7,0,11,0.03482587064676617,0.5238095238095238,31.316666666666634,0.0005234551828420718,American
Clostridium_sp_SY8519,5.35845127922412e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Johnsonella_ignava,6.136252461999865e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Christensenella_massiliensis,5.240897451520283e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Absiella_dolichum,0.00020211865674570035,0,0,0,0,0.0,0.0,0.0,0.0,American
Mordavella_sp_Marseille-P3756,0.000292320896037052,0,0,0,0,0.0,0.0,0.0,0.0,American
Eggerthella_lenta,0.0001112727296210662,0,0,0,0,0.0,0.0,0.0,0.0,American
Lachnoclostridium_sp_YL32,3.237591093117667e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Alistipes_obesi,0.0090853502921963,4,4,0,3,0.01990049751243781,0.5,29.449999999999967,0.003151342300596033,American
Neglecta_timonensis,0.0002976336326882553,0,0,0,0,0.0,0.0,0.0,0.0,American
Provencibacterium_massiliense,0.00020318731761686092,1,1,0,0,0.004975124378109453,0.0,1.5,0.0,American
Bariatricus_massiliensis,4.64832031793006e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Subdoligranulum_variabile,0.0008324474089384628,3,3,0,0,0.014925373134328358,0.0,3.8333333333333335,0.00034825870646766166,American
Catenibacterium_mitsuokai,0.0003512855434646417,0,0,0,0,0.0,0.0,0.0,0.0,American
Bifidobacterium_adolescentis,0.0011693611723503513,1,1,0,0,0.004975124378109453,0.0,1.5,0.0,American
Coprobacter_secundus,0.0006147963468196046,15,14,1,76,0.07462686567164178,0.7238095238095238,38.20000000000003,0.0006419813115077455,American
Faecalitalea_cylindroides,0.0003927095893284897,0,0,0,0,0.0,0.0,0.0,0.0,American
Sellimonas_intestinalis,8.41492473716012e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Faecalicoccus_pleomorphus,2.786504932528507e-05,4,0,4,5,0.01990049751243781,0.8333333333333334,30.383333333333308,1.0364842454394691e-05,American
Eubacterium_coprostanoligenes,0.00013035745555241472,3,1,2,0,0.014925373134328358,0.0,30.033333333333303,0.006809904302441617,American
Clostridium_sporogenes,0.0003523936620436002,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,American
Anaerotignum_lactatifermentans,0.0006153796374707386,1,1,0,0,0.004975124378109453,0.0,19.39285714285713,0.0,American
Alistipes_inops,0.003448224462047447,0,0,0,0,0.0,0.0,0.0,0.0,American
Bacteroides_stercoris,0.043787662796695846,4,4,0,6,0.01990049751243781,1.0,29.983333333333302,0.0,American
Bacteroides_plebeius,0.0159674617043418,24,24,0,131,0.11940298507462686,0.4746376811594203,43.70000000000003,0.004306363246191939,American
Cellulomonas_carbonis,0.0002943043539778984,0,0,0,0,0.0,0.0,0.0,0.0,American
Bifidobacterium_pseudocatenulatum,0.00019172026327219667,1,1,0,0,0.004975124378109453,0.0,1.5,0.0,American
Bacteroides_caecimuris,0.019581209076796117,23,23,0,124,0.1144278606965174,0.4901185770750988,43.833333333333364,0.008331185802119216,American
Merdimonas_faecis,0.00020745305207083844,0,0,0,0,0.0,0.0,0.0,0.0,American
Blautia_producta,3.393518287963896e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Angelakisella_massiliensis,0.0007836311828350689,4,4,0,6,0.01990049751243781,1.0,27.649999999999974,0.0,American
Bacteroides_coprophilus,0.006629947314922236,9,9,0,23,0.04477611940298507,0.6388888888888888,34.566666666666656,0.00024003888626316494,American
Escherichia_coli,0.0007707859937241327,0,0,0,0,0.0,0.0,0.0,0.0,American
Clostridium_methylpentosum,0.00014453716192890892,1,1,0,0,0.004975124378109453,0.0,1.5,0.0,American
Streptococcus_sp_oral_taxon_431,2.4358500979263e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Prevotella_copri,0.03865140799115428,0,0,0,0,0.0,0.0,0.0,0.0,American
Schaalia_odontolytica,1.8659046125521685e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Prevotella_multisaccharivorax,5.2859102613376336e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Clostridium_citroniae,0.00013141263136202228,0,0,0,0,0.0,0.0,0.0,0.0,American
Streptococcus_thermophilus,6.684086927230219e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Bacteroides_dorei,0.03995974107243025,14,14,0,47,0.06965174129353234,0.5164835164835165,37.700000000000024,0.0015081090185392794,American
Catonella_morbi,5.6824937444841145e-06,0,0,0,0,0.0,0.0,0.0,0.0,American
Ruminococcus_bromii,0.00033538211768744937,2,2,0,0,0.009950248756218905,0.0,21.676190476190477,0.003432835820895522,American
Ruminococcus_faecis,0.0022619542063275567,5,5,0,7,0.02487562189054726,0.7,31.366666666666635,0.000535070740364679,American
Eubacterium_nodatum,2.3514318564685786e-06,0,0,0,0,0.0,0.0,0.0,0.0,American
Blautia_obeum,0.0037636384326993903,16,16,0,58,0.07960199004975124,0.48333333333333334,39.6166666666667,0.005005570026450223,American
Bacteroides_ovatus,0.07736260365202427,13,13,0,41,0.06467661691542288,0.5256410256410257,36.95000000000002,0.0022805400894971043,American
Tyzzerella_nexilis,0.001155649864346178,11,10,1,17,0.05472636815920398,0.3090909090909091,34.53333333333331,0.007802454010611769,American
Clostridium_phoceensis,0.0010304257090571962,9,9,0,23,0.04477611940298507,0.6388888888888888,34.61666666666666,0.0004309137506537843,American
Eubacterium_uniforme,4.0567479479548476e-06,0,0,0,0,0.0,0.0,0.0,0.0,American
Anaerotruncus_colihominis,0.0015272074569764045,11,11,0,24,0.05472636815920398,0.43636363636363634,34.28333333333331,0.0021642805598969454,American
Alistipes_shahii,0.020307783821068563,3,3,0,2,0.014925373134328358,0.6666666666666666,23.56666666666667,0.002355990885841631,American
Butyricicoccus_pullicaecorum,0.00035185390488544864,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,American
Fournierella_massiliensis,0.0004242118736452814,5,5,0,6,0.02487562189054726,0.6,28.9833333333333,0.0002815232952048872,American
Butyricimonas_faecalis,0.004331937685877261,19,19,0,92,0.0945273631840796,0.5380116959064327,40.66666666666671,0.004294317770049752,American
Clostridium_aminophilum,1.090769042371717e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Oscillibacter_ruminantium,8.839851896325434e-05,2,1,1,0,0.009950248756218905,0.0,27.099999999999973,0.003432835820895522,American
Lactobacillus_rogosae,0.0030558945013650037,1,1,0,0,0.004975124378109453,0.0,2.333333333333333,0.0,American
Stomatobaculum_longum,2.8999219487378286e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Bifidobacterium_longum,0.0009792000018859998,0,0,0,0,0.0,0.0,0.0,0.0,American
Levyella_massiliensis,4.364065626247794e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Bacteroides_salanitronis,0.000576633183731155,22,21,1,117,0.10945273631840796,0.5064935064935064,42.866666666666696,0.007797503618785092,American
Clostridium_leptum,0.001135197647804339,0,0,0,0,0.0,0.0,0.0,0.0,American
Bacteroides_salyersiae,0.004791752593542479,23,22,1,119,0.1144278606965174,0.47035573122529645,43.45000000000003,0.009531929793908558,American
Parabacteroides_distasonis,0.008517973963435625,5,5,0,5,0.02487562189054726,0.5,31.483333333333306,0.0034485028274775192,American
Ruminococcus_flavefaciens,0.00013659631542504758,0,0,0,0,0.0,0.0,0.0,0.0,American
Alistipes_finegoldii,0.014671348406379035,5,5,0,3,0.02487562189054726,0.3,32.28333333333332,0.009798906041443357,American
Blautia_sp_N6H1-15,0.00013087682008272703,0,0,0,0,0.0,0.0,0.0,0.0,American
Culturomica_massiliensis,0.0011910961124140026,12,12,0,47,0.05970149253731343,0.7121212121212122,36.0,0.0018445921897119579,American
Bifidobacterium_catenulatum,0.0001307857805000889,2,2,0,0,0.009950248756218905,0.0,2.0,4.9751243781094526e-05,American
Bacteroides_reticulotermitis,0.00010353205825023817,3,3,0,3,0.014925373134328358,1.0,27.89999999999997,0.0,American
Streptococcus_sp_FDAARGOS_192,2.9863584840813336e-05,1,1,0,0,0.004975124378109453,0.0,1.5,0.0,American
Bacteroides_caccae,0.024993872946420154,2,2,0,1,0.009950248756218905,1.0,25.866666666666653,0.0,American
Bacteroides_vulgatus,0.14190695245283097,10,10,0,15,0.04975124378109452,0.3333333333333333,34.89999999999999,0.0033720511291147636,American
Alistipes_ihumii,0.00166675426943599,0,0,0,0,0.0,0.0,0.0,0.0,American
Veillonella_dispar,0.00014784591233868782,0,0,0,0,0.0,0.0,0.0,0.0,American
Paraprevotella_xylaniphila,0.004380629160839831,7,7,0,11,0.03482587064676617,0.5238095238095238,32.59999999999999,0.001519264201979657,American
Anaerobutyricum_hallii,0.0011332361363325936,1,1,0,0,0.004975124378109453,0.0,2.083333333333333,0.0,American
Clostridiales_bacterium_CCNA10,0.0023140719357013988,13,13,0,27,0.06467661691542288,0.34615384615384615,37.75000000000003,0.0063333560934204745,American
Blautia_schinkii,3.644058266496432e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Alistipes_megaguti,0.0006509746663045231,1,1,0,0,0.004975124378109453,0.0,15.058333333333312,0.0,American
Eubacterium_oxidoreducens,1.0682084160550938e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Phocea_massiliensis,0.00024788040491120013,0,0,0,0,0.0,0.0,0.0,0.0,American
Monoglobus_pectinilyticus,0.0006592860114433001,0,0,0,0,0.0,0.0,0.0,0.0,American
Blautia_hansenii,0.0002320593134561754,1,1,0,0,0.004975124378109453,0.0,20.0595238095238,0.0,American
Pseudoflavonifractor_capillosus,0.0005147323815479279,13,13,0,31,0.06467661691542288,0.3974358974358974,36.45000000000001,0.0028583276715547865,American
Bacteroides_pyogenes,0.0003171522783583894,19,18,1,57,0.0945273631840796,0.3333333333333333,40.3666666666667,0.007122309062839705,American
Bacteroides_faecichinchillae,0.0012374377231553428,28,27,1,149,0.13930348258706468,0.3941798941798942,46.16666666666669,0.011719647220551941,American
Bacteroides_nordii,0.0020635629658534026,10,10,0,23,0.04975124378109452,0.5111111111111111,34.783333333333324,0.0012531890260768356,American
Roseburia_hominis,0.0022832229533668543,1,1,0,0,0.004975124378109453,0.0,1.0,0.0,American
Gemmiger_formicilis,0.0071386289796340745,1,1,0,0,0.004975124378109453,0.0,2.5833333333333335,0.0,American
Bacteroides_cellulosilyticus,0.015596966584400867,1,1,0,0,0.004975124378109453,0.0,21.566666666666674,0.0,American
Intestinibacter_bartlettii,0.0001308857507401754,0,0,0,0,0.0,0.0,0.0,0.0,American
Bacteroides_uniformis,0.06882147125579877,5,5,0,4,0.02487562189054726,0.4,27.63333333333331,0.0008653923445407199,American
Clostridium_glycyrrhizinilyticum,0.000245097866855424,6,6,0,10,0.029850746268656716,0.6666666666666666,28.349999999999973,0.00039127043600997345,American
Traorella_massiliensis,0.00020120469484157853,0,0,0,0,0.0,0.0,0.0,0.0,American
Prevotella_buccalis,0.00015776250097442857,0,0,0,0,0.0,0.0,0.0,0.0,American
Flavonifractor_plautii,0.0012878077950726375,17,16,1,49,0.0845771144278607,0.3602941176470588,39.95000000000004,0.016731724041942432,American
Haemophilus_parainfluenzae,0.000782413288713837,0,0,0,0,0.0,0.0,0.0,0.0,American
Eubacterium_siraeum,0.005021742750859701,0,0,0,0,0.0,0.0,0.0,0.0,American
Clostridium_saccharolyticum,3.964937732273691e-05,0,0,0,0,0.0,0.0,0.0,0.0,American
Eubacterium_rectale,0.019301655338364754,0,0,0,0,0.0,0.0,0.0,0.0,American
Anaerostipes_hadrus,0.0010234935497389058,2,2,0,0,0.009950248756218905,0.0,2.8333333333333335,0.00014925373134328358,American
Faecalibacterium_prausnitzii,0.014709802186981272,0,0,0,0,0.0,0.0,0.0,0.0,American
Prevotellamassilia_timonensis,0.0025520531586569416,3,3,0,1,0.014925373134328358,0.3333333333333333,26.249999999999986,0.003432835820895522,American
