SampleName,Anaerotignum_lactatifermentans_DSM_14214_strainDSM_14214,Bacteroides_caecimuris_strainI48,Bacteroides_coprocola_DSM_17136_strainDSM_17136,Bacteroides_coprophilus_DSM_18228__JCM_13818_strainDSM_18228,Bacteroides_dorei_CL03T12C01_strainCL03T12C01,Bacteroides_fluxus_YIT_12057_strainYIT_12057,Bacteroides_fragilis_638R_strain638R,Bacteroides_pectinophilus_ATCC_43243_strainATCC_43243,Bacteroides_plebeius_DSM_17135_strainDSM_17135,Bacteroides_thetaiotaomicron_strain7330,Bacteroides_vulgatus_strainmpk,Blautia_hansenii_DSM_20583_strainDSM_20583,Blautia_obeum_ATCC_29174_strainATCC_29174,Blautia_sp_N6H115_strainKCTC_15426,Clostridiales_bacterium_CCNA10_strainCCNA10,Clostridium_glycyrrhizinilyticum_JCM_13369_strainJCM_13369,Coprococcus_comes_ATCC_27758_strainATCC_27758,Dorea_formicigenerans_ATCC_27755_strainATCC_27755,Dorea_longicatena_DSM_13814_strainDSM_13814,Eubacterium_hallii,Eubacterium_ramulus_ATCC_29099_strainATCC_29099,Eubacterium_rectale_ATCC_33656_strainATCC_33656,Faecalibacterium_prausnitzii_strainA2165,Faecalicatena_contorta_strain2789STDY5834876,Fournierella_massiliensis_strainAM2,Fusicatenibacter_saccharivorans_strain2789STDY5608849,Lachnospiraceae_bacterium_Choco86_strainChoco86,Lachnospiraceae_bacterium_GAM79_strainGAM79,Parabacteroides_johnsonii_CL02T12C29_strainCL02T12C29,Roseburia_faecis_strain2789STDY5608863,Roseburia_hominis_A2183_strainA2183,Roseburia_inulinivorans_DSM_16841_strainDSM_16841,Ruminococcus_faecis_JCM_15917_strainJCM_15917,Ruminococcus_gnavus_AGR2154_strainAGR2154,Ruminococcus_lactaris_ATCC_29176_strainATCC_29176,Ruminococcus_torques_ATCC_27756_strainATCC_27756,Tyzzerella_nexilis_DSM_1787_strainDSM_1787
DRR127613,0.018624534263170085,0.0033708676475135463,0.023630556213604513,0.016648548717791728,0.0043893545456394015,0.004272253716022072,0.0006980967517037427,0.004711257873199207,0.057608823583036504,0.0031448688434072324,0.02644600745290257,0.0010926644152240354,0.006289957583549433,0.0008848931501297559,0.01702551217341132,0.002029997187450561,0.002451467667561923,0.018225981017797453,0.007101270925050041,0.00253014165515226,0.013901339108376867,0.3122869875593334,0.2812696021275126,0.0008399637304133119,0.002059296621408737,0.012982713181728967,0.0018071718179648534,0.028800210275808185,0.03418201935206313,0.00919816747640883,0.013391544938871023,0.01960148406975005,0.011360908244503011,0.006459859463399092,0.0007469510537223131,0.020948287854531154,0.008986437740887157
DRR127616,0.0006794227977854732,0.012405949517570342,0.042653902552613795,0.01133670619746584,0.11819478591631835,0.010377624559218599,0.0006923861904726289,0.0022058283639899874,0.2832206735434463,0.00961271034959019,0.02376555853440028,0.0011549357265512844,0.021669876858647467,0.0004631100515362464,0.013665011778816207,0.0008407109916281414,0.0166055500200224,0.007888831055704168,0.004271185469126868,0.003318028874632683,0.007452191965662182,0.11895483726644732,0.13401676842532556,0.0005067455349020976,0.001307578543997767,0.020186603201806017,0.001412226340658169,0.04982740484164772,0.010670772371334276,0.0030238028807206426,0.0026437872493278694,0.02575847581727805,0.029691296342929156,0.0016469056881616238,0.0007837241577165584,0.0036372202391513745,0.003456869783396287
DRR127619,0.00024218826386818016,0.07307171978936917,0.047007726435979856,0.0709197710115697,0.03515125878668639,0.008028428886931378,0.0007446073647953076,0.0007598408415356466,0.06545741761503666,0.0018047232113540196,0.3935335219688444,0.120986695792374,0.0024954876076433304,0.011374859882651044,0.000947960083128868,0.005512115759477737,0.00274866924338685,0.0020699348141048827,0.015872175329064354,0.004397864068069459,0.0013882556957359605,0.0008151535782623267,2.625156681177978e-05,0.00043155074561800543,0.00010884258182723694,0.004913130135635709,0.00106125312273462,0.0017469353477599688,0.02616663796144376,0.0006314889028177148,0.00026849978731220627,0.0005805027288946249,0.003030638757483515,0.06971566661838692,0.0006098413543986426,0.016350006694720965,0.009028377664284727
DRR127628,0.0031813763093438293,0.010300422570015446,0.04161972354056714,0.00081710858880128,0.42737854604680864,0.0021448438197755352,0.009907627762576872,0.0022720004762328437,0.03338672065522922,0.014514144421125303,0.015671691931782427,0.0004243045528244702,0.009122250313726092,0.0003365087941999321,0.005431535433245946,0.004130107100247906,0.0018677356909830474,0.012793228229904776,0.0009479808710351444,0.005364194524956895,0.0015009188576833945,0.0021016100658218365,0.07330625138779712,0.0020428753181095834,0.003594273754852044,0.02388004279147719,0.0014677556368531118,0.04919743006158498,0.004783194014828176,0.03874377101922446,0.11302635456895571,0.018655582984679956,0.03456314389968863,0.0051308113667494154,0.0008527437650269233,0.02058144371703535,0.004959745156249465
DRR127634,0.00016050706236735659,0.0045211122193816785,0.09412124639430215,0.007194889428426743,0.09652896866872608,0.01189351249965289,0.0012250217572706864,0.0020634586115057395,0.022392109042824983,0.006863400704624126,0.38966268594725956,0.001846523047839887,0.018259084352378326,0.0006204090944340688,0.0018307095353526693,0.010125938221569989,0.05431067938851225,0.0022254902741910883,0.023364335783021068,0.007424742502682009,0.0016007171051290472,0.07188784907367853,0.07506405602237308,0.00038076713087225217,0.0005326379661990295,0.013204530155909527,0.0014011386219651492,0.00579388438325855,0.024196181478345236,0.0020127683730420723,0.000969870272690047,0.011479771274154432,0.002632588305495069,0.02763193436441235,0.0010984006716992997,0.000442546065165461,0.0030355341992875456
DRR127649,0.002441539045817448,0.0660049282692047,0.04733392788242486,0.016028968531851418,0.03420019648758638,0.023091809250148303,0.0009787594711087773,0.0034938286841238843,0.02731467340654867,0.014423876796098902,0.12613271951542018,0.0007083601548404474,0.015331276522757769,0.00040231989911298783,0.02059561309308506,0.0008600437285389688,0.00657921807155535,0.010798760992733941,0.01670451863475866,0.0014537490754908304,0.004721870985212777,0.10582684868704657,0.2211374102288056,0.00042641889649562044,0.002584291965404755,0.02539486302936915,0.001864136490654804,0.02417805323242139,0.038647531876139875,0.01692201906223686,0.04754102836266898,0.014694897331014665,0.01156502679448984,0.0008247877159683983,0.042457431213186986,0.0019578430538432436,0.004376453561832892
DRR127672,0.000601573378399487,0.020390666795845978,0.12620930808303438,0.004948057035469601,0.33901581311762446,0.05547137424686616,0.011643672002767887,0.001221666460191593,0.02397831930223719,0.019973876420453236,0.11327685657800723,0.000608626769227557,0.004784615253032131,0.0008799124701156128,0.013753973158531288,0.0021234070931788803,0.0013602610657880694,0.011367823568882864,0.0003182683892879604,0.0014726915507785386,0.0007191779695484928,0.0007370581360174657,0.015145857354804483,0.0003711337770170652,0.001091778333796228,0.023822097490521905,0.0009838332805207628,0.001689145813622841,0.1462188335036466,0.0010063513612230013,0.011270573716374584,0.0012856663727462668,0.0011975930023573145,0.005757806463533507,0.00038200559896931917,0.03219687650280548,0.002723448582774728
DRR127683,0.00015607405767427334,0.02599244245908069,0.11787205808798903,0.02742029327531183,0.48709265276820146,0.003363757867807756,0.001606632346465958,0.0004534085283406863,0.017136959361412712,0.023728921155116045,0.07880668852622276,0.0005513225369757821,0.0011298318197194917,0.00036111013677960564,0.006221625280484524,0.002663637655437844,0.0006842321920319325,0.00016366337651896546,8.080130221305816e-05,0.0005573487256587325,0.00070362537658627,0.00031289320164976466,0.02873644170459118,0.00027255474010542925,0.0006235901684227256,0.00033436345161212596,0.00019656158119799456,0.0009772666994783013,0.14601999176674146,0.00021016589741560884,0.00013240082204534848,0.0003594653856864332,0.0007834398298418907,0.005552834028638421,0.0003157155974485874,0.017269275647912346,0.001155952641183068
DRR127692,0.0006743088722059116,0.013996833923106392,0.044092287820942634,0.020458720048415608,0.23565550075790248,0.028992064166038282,0.001594508018840056,0.004104341852953286,0.023033255049423183,0.015049647627936476,0.010249872361458339,0.002375160528063952,0.003412564503300522,0.0008136701343474595,0.011817292098951037,0.002532955016723031,0.01185801035358511,0.008444976980312399,0.0011712113077982,0.000561445098386735,0.0035328472471916105,0.14883720471421769,0.04777229803592009,0.0013086832406357014,0.0030169953959274056,0.025400358751335804,0.006585976754819951,0.196363095313916,0.03843650435136851,0.004650049535712354,0.04624468669661961,0.01487253801407983,0.006444240499050818,0.0036326801089493466,0.0017452485000370673,0.005030360790950928,0.005237605528576087
DRR127704,0.023831906787370655,0.021082500521971716,0.06121412052106037,0.018863182578475236,0.2966202246822435,0.006874792923780647,0.0027066044848294587,0.0017187256734398466,0.056405318712589775,0.031109628100181513,0.10199297413355495,0.0004914855398900162,0.0052927061980922304,0.0004740759400547167,0.029459601793125973,0.0009549494051412604,0.0017070142281676833,0.0074748540917610445,0.005883097507752945,0.000528165530628497,0.001132716107916978,0.07445783803845461,0.051303921850472924,0.0006729252237801297,0.000636379999671565,0.007659954397301696,0.0007852489800857887,0.05539351112458249,0.003986147941810052,0.002920894473733166,0.012361722371539373,0.08267394868628855,0.002890494807408263,0.012342278416276066,0.0005859569794363001,0.012991396861781976,0.002518734385348068
DRR127707,0.000488895201775327,0.004681997437529565,0.033660679403784366,0.019321507531905553,0.033402904245101596,0.002751465654817999,0.0523230757553949,0.002491339167310089,0.07195609912574516,0.025109746853501043,0.27659707704173453,0.007849294964345112,0.06223027325883612,0.0017667593994505353,0.016424896112491743,0.006103225688762292,0.02237106311214305,0.03253269213454827,0.027984206449754405,0.017810117619009334,0.050622309477525024,0.030332934812984987,0.0185143127740589,0.0006651085499486192,0.000619723832848376,0.02923173716042913,0.0023194068225491807,0.008548218119369136,0.0005118582592719168,0.004301613274898757,0.0025194663145689257,0.0155401920309713,0.004271088792965615,0.03435982660464106,0.0012682911336938387,0.07390499695110646,0.00461159893022779
DRR127713,0.003399754031962243,0.030239811052729205,0.07449021010892928,0.016753235434382348,0.101549617654313,0.04561078549670561,0.0006541919860267832,0.0005210637200680462,0.10451317175359962,0.027389238605447272,0.3620409623974684,0.0007269111140534038,0.0023732882365642277,0.0021702738020526477,0.0024415800087108676,0.00408357914914202,0.0023378407777433327,0.001723274678838456,0.0003779359294518359,0.0019518773957721755,0.0009743940037350065,0.0005839232075677231,0.034968092620291054,6.134538349142974e-05,0.0020112028139303915,0.03529845711353066,0.0006450026150508712,0.002542004974231651,0.007740484176761687,0.0008030596430415343,0.0005266515163486891,0.0009606672308478336,0.051410591357149454,0.03229958503258235,0.000930950030197618,0.015276601625142477,0.027618383322138843
DRR127721,0.0011465673925693703,0.006010724148820687,0.07733700106234073,0.06830536815308044,0.04623464211534717,0.013823994108562051,0.0012160863063381713,0.0010469756154684743,0.02807978215832593,0.0035090725383478466,0.5489290943761626,0.0016262793991226306,0.002309668456922641,0.00323741675668311,0.0014969274236164918,0.007875343452098275,0.004911930650047822,0.000572141149023755,0.008601258860768304,0.004961230263686592,0.0006564794917188202,0.0017885408395310024,0.001265946040316975,0.0012257499021697353,0.00023370913514871827,0.002901911406439614,0.0018261022921106326,0.0026689808370552928,0.002049001145436946,0.0015534271680646536,0.000907631695390646,0.015963059529054986,0.0030614070192122463,0.12487820200293864,0.0007821979641546879,0.0005109612630912355,0.006495187880832004
DRR127724,0.024687157170228166,0.1139579702149337,0.04181445667924373,0.018993211464071996,0.026572431600870423,0.02259726622712547,0.002345801006393246,0.001516026518697802,0.05145930055887647,0.07376813503373499,0.15567938336782364,0.019710804038074757,0.006981857925389866,0.012974238304398982,0.016146615126586068,0.001517523171707845,0.0052659464987149405,0.0028411827266409495,0.001144385359833394,0.01083476987615065,0.01722641599396847,0.10168726381081356,0.037020742035972234,0.002218791143019354,0.0004234298173756653,0.0057849565439607445,0.008202810727151169,0.004751588754982651,0.001022939304540908,0.001991886139004565,0.0023596167664855384,0.002234150427173714,0.11515471731909986,0.0598611848616416,0.0021434415646183376,0.0010461781080053406,0.026061423812689128
DRR127728,0.0001443458472284724,0.0035835973683165387,0.10456175634579216,0.01150455480152979,0.03492233943204531,0.02072318118128371,0.011894316689531451,0.001145353930007354,0.05728852688225089,0.001245560497058481,0.5947994963336491,0.0004010890104088104,0.003752267065199942,0.0006689365350623983,0.0010918669541052704,0.00042595449583199643,0.0036142185444832365,0.005402218849059073,0.0049903972792421656,0.00236003412133517,0.0018917532386805505,0.001499808342143994,0.010272176126302412,0.0005433212839819567,0.00023384161984417437,0.014569760672344636,0.0011522714580856066,0.004040169740234618,0.006353056361042456,0.028810562982670054,0.003662399575434982,0.008993673913596586,0.002496305379234832,0.017696872378296317,0.030579319455331388,0.0004971184925425017,0.0021875768168116553
DRR127731,0.012234402805157411,0.02085642523048226,0.021342963456857947,0.001388328282669773,0.4621706752160577,0.0014433637910870726,0.018388777835419808,0.0027999904553637073,0.03132798310784469,0.002815487905418961,0.021932902994711408,0.0014554347398131082,0.0031003237665361287,0.0009296615920863205,0.004874115902924185,0.004020173972886275,0.0023516718608373424,0.0013156110659614474,0.0004479901942377159,0.0011216158991142113,0.0022740265980965096,0.001042070853506681,0.26284228354845707,0.00030320961645714345,0.000764873707829392,0.05498602054266889,0.0011458105842568841,0.0026100868549662724,0.004404683732829649,0.0012250660485788548,0.0013260105716571913,0.0012717776062117667,0.002695352803453324,0.01752985401067241,0.0007429519343912865,0.0037187560914197122,0.024799264819079535
DRR127736,3.404573688669157e-05,0.02696318986128579,0.4381669077890265,0.03013877024054314,0.1286562945669196,0.011747042658443016,0.0014729033711897103,0.00044558465333650556,0.019396588805403563,0.019162355199053807,0.08865845629317437,0.010131834928721105,0.0014617477639798486,0.006561945040222441,0.00045999356952679634,0.004417976268594469,0.0012992465722132848,0.00022841895029546445,0.00010768661684338767,0.0012645561989258404,0.0009129468194878862,0.0003471518498801043,0.00013553577761115916,0.0005953578398005077,9.160265377801425e-05,0.001427921410932825,0.0015260721040541963,0.0017198926557794698,0.04397481430209156,0.0005508286839134859,0.0002302222149051286,0.00030186446347742684,0.0013220181760447414,0.11781752305974305,0.0005965150015301354,0.001852593186153125,0.035821594716231746
DRR127748,0.0007902153336223905,0.009772062748706654,0.06242570504266981,0.04800070253918271,0.018577778683878218,0.008138521598731472,0.0006876419769375761,0.002273087358330262,0.031060412876058024,0.003610430618775631,0.1863646044879838,0.05422649174595686,0.03635760832122426,0.016001131314815165,0.004952220573245222,0.003341375123855731,0.009137132054874037,0.007965808975146198,0.001364494517390492,0.023758641034166927,0.007707819669702229,0.002816680061252828,0.00120340499695919,0.0006560222190219383,0.0007091175060646185,0.008909406705455297,0.006124071863214099,0.00849316482246509,0.014130380167136525,0.002347431483200884,0.001110112169375067,0.005589965600797159,0.00841144819869968,0.25821037343865383,0.003284751968506466,0.07106997301460015,0.0704198091893434
DRR127751,0.0008622646976561294,0.0010126749551161494,0.0016826168879947865,0.00016240621106927754,0.000195377388736913,0.00013290816231226467,0.0007098747583600794,0.005426036625301514,0.0018847227485534821,0.0009701259190396794,0.0005481052516789396,0.0028415888298521834,0.0015928627328731819,0.0049699852145223015,0.0033374606900877747,0.013599490269308205,0.0011120638077248921,0.0016682391943287878,0.0005393402063346055,0.001050270047860928,0.005510710273061455,0.0033297803747329236,0.1096144776956077,0.0002437125565864236,0.0005628566830646014,0.003206226417908051,0.003194524411856961,0.012815473020493613,0.0002641114712709796,0.006337556593802689,0.005021100243920226,0.0038474645454419937,0.002510403090929282,0.7208200059916045,0.0025918645643810737,0.0007745168611894756,0.0750568006054361
DRR127752,0.000450977428986836,0.015119374912444397,0.06365623340810893,0.06539646743079883,0.031003111210203604,0.010954878009655973,0.017838908981189783,0.0035144253404309936,0.066899877534608,0.008268814282758186,0.4245904262298052,0.003313554806902713,0.006305695833192938,0.002153095026988931,0.0007756789095788948,0.0032933792455490506,0.0014032028638380537,0.003808583286379509,0.003500265015976802,0.004822870890819231,0.0025248939097572767,0.003535518445375447,0.002309607678141798,0.0018675556933536361,9.888548752943541e-05,0.0043715264751945935,0.0042245350814096114,0.02823203945837044,0.019166525021625712,0.0030644118372296324,0.0012202628008059508,0.07486819884221498,0.002548486814974129,0.06327987047313842,0.0011095833614430501,0.0023010782313900406,0.048207199739828774
DRR127755,0.0011713561994645789,0.009032229818637685,0.3773131453986752,0.014271915779534546,0.08915994334483107,0.007835217700223955,0.0011958473827906092,0.0049831525221169255,0.010838076444442927,0.004706050063733656,0.0042297356727811234,0.00043739694791193135,0.00838285816385261,0.0006070392869971137,0.0018239874025348522,0.0014575601456286872,0.0023466858873042533,0.010223403150494246,0.0057721847451607374,0.010481194712097913,0.002161448970749168,0.09503258301750363,0.057289667127503136,0.0013763477070178852,0.0008834266025349485,0.023525334753138706,0.00276424609855781,0.008292581176300981,0.0019830629002235,0.15003314649696559,0.0029808272946239512,0.04966598771632554,0.023800193973703008,0.0017857679421047577,0.005347145161075743,0.0018474581031404707,0.0049617941893165315
DRR127756,0.005319466942770062,0.017304284937089322,0.0009585328405119628,0.004042816559029134,0.009654345829867201,0.0004326107903725405,0.11937163812782826,0.003987840757431856,0.011294942317080258,0.08540152281447635,0.000785707184453335,0.002249853573516174,0.006120286865554316,0.009347720560670207,0.09383096488522852,0.006242068822385673,0.005972734468204985,0.006593838771048821,0.09078292338400334,0.005838487169071519,0.0045269281759456135,0.003759765641532754,0.03755854163021523,0.0011339883964868196,0.004522716050267803,0.07895989841510574,0.0021979235424174023,0.0042759162651762675,0.0005523588353131367,0.03088315250037538,0.08445502992686114,0.04830329569476025,0.005013427108296153,0.1879455059920645,0.0018130979460318057,0.0013420012409174342,0.017223865037638807
DRR127762,0.00041213647533115666,0.004166800011257176,0.24156371095726503,0.030993702635853958,0.016543209370524104,0.0044649039941083496,0.0009227850607694293,0.007233364998733218,0.16196552270078213,0.007836512408842887,0.03250898175204061,0.0008469261395489686,0.005096163765684778,0.0007046159242365982,0.0037162315404123823,0.0012128709731972882,0.004458966212240512,0.0034638721759641207,0.0021214700930756248,0.002016331308591238,0.004320675551073407,0.09522333905862196,0.04519286940161752,0.00024048051264866308,0.0007249113554449297,0.01081643825783308,0.002164157264191716,0.09905485379029202,0.018226003472652578,0.027801434059631647,0.011638089527317555,0.12715945759055972,0.00971286367992222,0.0013716765022129109,0.007237675677641365,0.0010112143545185893,0.005854781445360574
DRR127763,0.010963996700988176,0.012601806517080892,0.06419718131245715,0.01866701925707842,0.1096089727393471,0.024735141326476553,0.0011824808974745162,0.004868450863683146,0.110852745774664,0.005213595727065096,0.005357291446218318,0.0011757891903573987,0.013551168089530467,0.00048299348468999515,0.00801773866036022,0.0013038703234375538,0.028864753929293566,0.002823534570296323,0.007736807263805382,0.004355787696848739,0.007350503266738254,0.18677243531026863,0.12573755535576542,0.0016994114181409703,0.0024335247845656783,0.00667499851509004,0.003915078066226766,0.1145089422707055,0.023915526259247536,0.005050401043665894,0.033089834248000334,0.025940147929730283,0.006793902183940688,0.0012344912858099594,0.0012432162451324962,0.010527166735614433,0.0065517393102042685
