SampleName,Alistipes_finegoldii_DSM_17242_strainDSM_17242,Alistipes_obesi,Alistipes_putredinis_DSM_17216_strainDSM_17216,Alistipes_shahii_WAL_8301_strainWAL_8301,Anaerotruncus_colihominis_DSM_17241_strainDSM_17241,Angelakisella_massiliensis_strainMarseilleP3217,Bacteroides_barnesiae_DSM_18169__JCM_13652_strainDSM_18169,Bacteroides_caecimuris_strainI48,Bacteroides_coprocola_DSM_17136_strainDSM_17136,Bacteroides_dorei_CL03T12C01_strainCL03T12C01,Bacteroides_faecichinchillae_JCM_17102_strainJCM_17102,Bacteroides_fluxus_YIT_12057_strainYIT_12057,Bacteroides_fragilis_NCTC_9343,Bacteroides_fragilis_YCH46_strainYCH46,Bacteroides_helcogenes_P_36108_strainP_36108,Bacteroides_plebeius_DSM_17135_strainDSM_17135,Bacteroides_salanitronis_DSM_18170_strainDSM_18170,Bacteroides_salyersiae_WAL_10018__DSM_18765__JCM_12988_strainDSM_18765,Bacteroides_stercoris_ATCC_43183_strainATCC_43183,Blautia_obeum_ATCC_29174_strainATCC_29174,Blautia_obeum_strain2789STDY5608838,Butyricimonas_sp_H184_strainH184,Clostridiales_bacterium_CCNA10_strainCCNA10,Clostridium_phoceensis_strainGD3,Coprobacter_secundus_strain177,Coprococcus_comes_ATCC_27758_strainATCC_27758,Eubacterium_ramulus_ATCC_29099_strainATCC_29099,Eubacterium_rectale_ATCC_33656_strainATCC_33656,Flavonifractor_plautii_strainYL31,Fournierella_massiliensis_strainAM2,Fusicatenibacter_saccharivorans_strain2789STDY5608849,Lachnospiraceae_bacterium_GAM79_strainGAM79,Mediterranea_massiliensis_strainMarseilleP2645,Oscillibacter_sp_PEA192_strainPEA192,Parabacteroides_sp_CT06_strainCT06,Paraprevotella_xylaniphila_YIT_11841_strainYIT_11841,Pseudoflavonifractor_capillosus_ATCC_29799_strainATCC_29799,Roseburia_faecis_strain2789STDY5608863,Roseburia_inulinivorans_DSM_16841_strainDSM_16841,Ruminococcus_faecis_JCM_15917_strainJCM_15917,Ruminococcus_gnavus_AGR2154_strainAGR2154,Ruminococcus_lactaris_ATCC_29176_strainATCC_29176,Tyzzerella_nexilis_DSM_1787_strainDSM_1787
SRS012902,0.013046972470142514,0.0018219342421811025,0.009000436888517772,0.0015011621474613033,0.0004385538386246279,0.00020666744225595357,0.004822334962514939,0.22025177898959608,0.04490251042678534,0.16803926589358398,0.010907440680259207,0.05562422364377547,0.08198149812580652,0.09788146178121297,0.00014543480015226333,0.11996894572177492,0.001280374971300964,0.033806074697633755,0.048466109604405914,0.00017141002743050965,0.002705657047901246,0.0007182254660035408,0.0004369217109079269,0.0004537791006335417,0.0007587953415780878,0.00035200322105772473,0.0008256710364100176,0.000130254331022342,0.006360934037525424,9.2001085593926e-05,0.00015919945168089037,0.00015777167422858528,0.014099129180004388,0.0011868431506759389,0.014153212197948201,0.011556768559976362,0.00018197216640485807,0.00013802349902858818,0.00019432031112091345,0.0001579013883172832,0.021762332562825507,0.00012660233759634578,0.009027089786142159
SRS012969,0.14934334389482107,0.03218852654942929,0.27894097210528895,0.04382738747860711,0.0021918646948338224,0.001397870077096685,0.0007826296371916241,0.02242678223965943,0.012513758739699012,0.011599112670053842,0.000980155249287974,0.0022694423061766214,0.0005711312092585982,0.0003373310004216503,0.00013905996192101886,0.010739280037658248,0.0006610428800583022,0.022392316513267233,0.06113244675278268,0.009821643110246064,0.0027227619663688606,0.004347026336510478,0.018870203179191365,0.0030477734688874095,0.00012107108554567706,0.001702246087719205,0.0035878368381121626,0.13517105270624655,0.0013264772107820428,0.0009389363081028665,0.003486722012673695,0.05381368045646772,0.00429506247290001,0.010211767990780581,0.031683716956659794,0.0022168034413867456,0.0014782628595674638,0.04362053235584522,0.006600284357370472,0.003889302546253323,0.0003527567697778132,0.0006718960840650208,0.0015877294010263536
SRS013098,0.1860062343525334,0.03744428286915786,0.02158568971666301,0.1380472508495047,0.025362916195914246,0.006011197171504763,0.0008662238614535645,0.011233170502888305,0.0677090182567817,0.12466453438421658,0.001917852254881589,0.006578436077466061,0.004690397776406269,0.007956513074511798,0.000159010754657088,0.012173189715295763,0.0012315609778864702,0.005986170819916959,0.019751379557737203,0.0009320977567109775,0.001860181000280119,0.04306149599284034,0.027295862280094677,0.008614403656815279,0.0004380004623184763,0.00201244603777942,0.0009814781911423444,0.01714758808486895,0.017222784936399678,0.0038469755734789166,0.007220145457785639,0.003160467001682408,0.0069036810705245125,0.07293000333593821,0.06266410380904831,0.0007000957176166982,0.006681590183460472,0.0013149435793801954,0.013793062053974625,0.0029085107676341455,0.0006190078372486779,0.014495504634393402,0.0038205414092061796
SRS013158,0.007328718068741416,0.029852112093951867,0.028493269052705782,0.00014073218092749883,0.0017995319102746704,0.00015205184187421636,0.00031113002297151305,0.5171294682448095,0.022298783974936273,0.06061608757375987,0.000582237913347516,0.003412563450221544,0.0023581892202935158,0.03656990088656104,0.004125157336197103,0.06648184010894853,0.0024850042265255174,0.0034802941491665173,0.10001486697483054,0.0007012407135758793,0.011931257690629334,0.0013083169966158232,0.0012234132945641858,0.0005949676127968074,0.0010980021640299524,0.0018340668618596874,0.0004231058722216908,0.022198148079331983,0.0016265853424027724,0.00013656591935748384,0.0014727289606228998,0.0013920921431715943,0.004916072281582458,0.0014496092842146968,0.04985371161607109,0.00034906889440542636,0.00011030385015439906,0.001962206747794484,0.0009819209021885741,0.0032424533491308256,0.0025602388521759377,0.00020537198171718393,0.0007966113583403036
SRS013215,0.009248942741639465,0.000692957344420262,0.0003895266084164573,0.002736775824594527,0.0006072978936748487,8.491369100080407e-05,0.003903353947789709,0.12062542802646577,0.0011930867143986536,0.5590913188269654,0.0007643161627421001,0.0013186798073247688,0.01624778221689666,0.22079743842257546,0.004943646569497798,0.003290147776925443,0.0016762225020381131,0.003269724495642108,0.000532617564258917,0.00022349770805169257,0.0005446571393593449,0.0025354746539667673,0.0006643250219128584,0.00014164911932161556,0.000395976520438704,7.116177349532769e-05,0.00020084964156109986,6.641732517398263e-05,0.0028226584516820763,3.797215191991137e-05,0.0002618303865731579,0.00010273228351723549,0.0012718842934393696,0.005864700908442227,0.02515368778374895,0.0002019331954350241,9.604352223359067e-05,9.271150525877088e-05,0.00029168922873188275,0.00013966572234062758,0.006840003105192083,8.5153152161658e-05,0.00047914826877464695
SRS013476,0.013014414208172452,0.02881059372736402,0.09688279772694579,0.0348500763574163,0.003973034591726613,0.0040270839177296985,0.0005724655027107117,0.013844959760229723,0.031458493158829794,0.5042697733776595,0.002424523186531661,0.005923296299290506,0.0068113477549081895,0.006839768622226112,0.0010799139425156541,0.020236881585819332,0.0013797524455964102,0.0033317201307699667,0.007534406636712619,0.0036328174002969046,0.012208753217477554,0.004267192319351568,0.006026164958225809,0.0013849142553704272,0.0008426175128925801,0.01301438250773996,0.004652515772743099,0.031330264425497016,0.0003599086695303228,0.00244954045935863,0.013763890674897864,0.05834391547829271,0.0041709484877828695,0.0036475263703798244,0.0018886586651921354,0.0013815427841068035,0.0029480771853594833,0.016293244224863883,0.010126987451673411,0.003614201934846026,0.0005384707689295082,0.0016160180869548037,0.014232143455081501
SRS013521,0.01674667716916346,0.018426809593459936,0.22949269496020475,0.08943622814943299,0.0012351553343386893,0.0010210178545186552,0.006941270942896724,0.017134083573088578,0.004217648138139492,0.15263139661868555,0.005799853405575238,0.021693612711222162,0.0007509567229391122,0.0038438394015330155,0.0035020870260658744,0.06833186769063285,0.0013483561568280577,0.0028876185497493253,0.0955109193509852,0.0009130347075872285,0.0025665222916500747,0.009937547758278854,0.002877664926426523,0.0018768696595551024,0.0010303171549738465,0.000800141943578009,0.0010089199216137123,0.01559509803692813,0.0006850035307673236,0.00046156711934960547,0.0016673679855023567,0.00799890468109131,0.042746735640284736,0.0071332504028579,0.013404455074621251,0.12825774672509516,0.0008578816878400204,0.007140696901379019,0.0048146836872225525,0.006241632856532017,0.00012168279727163688,0.00026939717349654964,0.000640783986637322
SRS013687,0.003249420597827575,0.0010032216953356611,0.014139666672810679,0.00021017529227200822,0.0036256428563990997,0.005353634432158512,0.0008581565534170936,0.08614630454119933,0.023414054769726727,0.05412079293784289,0.0024101756361895755,0.02216616458806141,0.006633384478385476,0.001103193266018071,0.001423528059480289,0.026820984292247885,0.0013612702442728328,0.007472606492233226,0.19296974747359655,0.0032445824830905847,0.016184366126798057,0.03151919013603358,0.004622386560667404,0.017369069936262863,0.001190849781562811,0.006258498973534295,0.0031848855420953215,0.01836953210673539,0.010443040016373917,0.0019653015554130433,0.00930513241997187,0.07877601546608365,0.05684424128570302,0.03630295663277247,0.010666075102839515,0.18605499452625474,0.006985441103027073,0.028381610462458854,0.009810961817869356,0.0022313391244056877,0.0016566963275281858,0.0009232686813752533,0.0032274389516680465
SRS013800,0.006593359409809209,0.006298921017041341,0.12068006274131345,0.017260402334436348,0.00019469550170901542,0.00020793547164992804,0.0009352450068078265,0.021765651491624516,0.01954628872162661,0.28213895459417,0.003460185029688562,0.005114365721474426,0.0018380495936174046,0.0003977090911262742,0.0008536700154032008,0.012166810844970828,0.0009672827199172554,0.11619607727204474,0.09060836980801794,0.0005085196531817981,0.003775223892661803,0.0131312527871313,0.0006456624944559335,0.00017669183818362782,0.0007895493583859997,0.0030800041239576223,0.0003283162306387553,0.001730958621429809,0.00011556002414814442,0.00010403215819278353,0.0037689560324223243,0.004590217486686489,0.01206971483308902,0.0007417731997731904,0.11060033817585586,0.13211061752024547,0.00012370557299025463,0.0025012684044017374,0.0010729139939526127,0.0004782670919475358,9.910007367998221e-05,6.588296566142115e-05,0.00016743708047738522
SRS013951,0.005627428769572979,0.007252447549271951,0.055334066853149566,0.010063364912170941,0.005991059124102532,0.007140149640779756,0.00015518786919874842,0.020246768919516413,0.012249827230772302,0.10445256918280035,0.0005706350130362498,0.00178362619648647,0.00036054495281704696,0.00044331431688370796,0.00032918962015867715,0.003557799717153484,0.0003807955585324932,0.002936522606013966,0.0203871362229037,0.005920009497774831,0.0038865749285025984,0.0036953115156806234,0.0071940593444635706,0.004617999156480474,0.00013416952815558313,0.013509407198555186,0.012449534024360366,0.25875909076509984,0.0017440085461110759,0.004645759647809389,0.013946127065202239,0.10808960331342204,0.002613286698760402,0.008142357922764784,0.013432550775894508,0.00024028017164721532,0.00365998217717532,0.1301207508601688,0.09221019025182856,0.022571346737740763,0.0026760103307693615,0.01717329101015598,0.009305864276154973
SRS014235,0.031741790307510426,0.007810054081268554,0.16475807035780166,0.024483544191374506,0.005385429708962037,0.0061407931021128315,0.0009953769581976337,0.05788308743633998,0.02202367168565162,0.0935763573387813,0.003406256155763606,0.030225001738075175,0.0011496812316659803,0.0007447710688933873,0.0004383069102033825,0.024120405638133526,0.0009499100063192473,0.006906624419013412,0.06394835116468214,0.006916001959055923,0.0033864173602904534,0.011357207277163177,0.009925699133386454,0.003402281050826242,0.0005897966325932451,0.009664212884200739,0.011032378985562051,0.18069345534989317,0.0016003538425464288,0.003328496757031908,0.014992965564692979,0.04526875808884644,0.008510756606260576,0.010155836410664459,0.042394612264929174,0.0006192520043538451,0.00431594626532141,0.02421637893710776,0.024885693773280662,0.012727053112692574,0.0008813629200789124,0.01819737577944665,0.004250223539024446
SRS014287,0.04486672489845632,0.002128727281855306,0.2183269598094042,0.021376174160255716,0.0075385040883574695,0.0030684279297362315,0.0014820043582170759,0.0288517846314504,0.010103581591740046,0.0935244575503793,0.003699415990808837,0.01197970270208512,0.0007115751977473844,0.0019898780678362944,0.0005366651878204897,0.006665683343651023,0.0011178245473632085,0.010376040569156517,0.004905957193414871,0.005851603553227661,0.00922057401318774,0.0032749329832482844,0.016493157333591007,0.014979120143475558,0.0005636291335813964,0.01168788587484127,0.004906626367171494,0.24578264261276325,0.019405270479595393,0.003119614131211676,0.02004358895340835,0.006388352046318611,0.0038068860959822545,0.017359367319750234,0.06836501423564187,0.0005890658704511245,0.0022211135654320556,0.006895980564551316,0.01394766392496891,0.016754633488803412,0.015553930821036259,0.0025462785439890655,0.016992978844036114
SRS014313,0.03667476094337291,0.003561922609112584,0.004597157729121824,0.09588770771906018,0.0004216965107774758,0.0009502575578044757,5.4461118224131405e-05,0.004989624074418968,0.03837261772637696,0.06824173909412914,0.0019372764150454537,0.01271287704176306,0.0002354302135938405,0.0009621943098409652,8.688717689285737e-05,0.015503564321851581,0.00018681941548545918,0.00810266901500739,0.0049646044421376295,0.006061046455738428,0.016829569902961437,0.011050188942697726,0.006677339349331682,0.00020565020628074017,0.0011214563141486561,0.0006646381492108822,0.004433539115725132,0.06413010285649683,0.001511950855535641,0.00021563886915502541,0.012965220774689307,0.003961205387098621,0.009079472750560914,0.005384633120864731,0.47205693680971006,0.00010883760680395217,0.0003161250621463632,0.07304161734171585,0.004304210214769177,0.0015998017134370307,0.004355813367771494,0.0006291419140441275,0.0008515954850891704
SRS014459,0.006637817205945617,0.00769762847890336,0.14134764114071843,0.010301625817148243,0.0062684266514751305,0.001685575245458089,0.00043446187358744893,0.008624788961361192,0.07973058640801647,0.01281251398892995,0.0009510068431356011,0.006825942701189565,0.007437270724602608,0.00997452621740331,0.0013914067883625245,0.005282977992722243,0.0006081313123524125,0.00247612649560849,0.17884905605221504,0.005045548213603188,0.0029351678512366977,0.008432575837368955,0.0071380904259079996,0.005405914420170539,0.00027586208459460095,0.012173402731952863,0.007451456008514323,0.1626037883598128,0.005795457112133586,0.0014889098496108394,0.005867817682245838,0.07463755382626998,0.006279782637519006,0.007033475693765166,0.0989328565957749,0.0016922619488432382,0.00159305815962341,0.01512746827886029,0.06341844792620598,0.009875358190884226,0.0011533708115476014,0.002411128872440459,0.0038937355819778008
SRS014613,0.008550271263144494,0.04320416643325653,0.16206462615093184,0.028705835707178884,0.002116300501381562,0.002473145605665661,0.0009890851605971348,0.03604255592707544,0.011307736739196453,0.4681285284391685,0.0030491742558259424,0.006166841620297503,0.0029003005678113246,0.0068702482793077625,0.0006463108483740005,0.015350344668264144,0.0016669453279978801,0.0015346987163524584,0.0016215870913481576,0.004837129657269018,0.0046370875603538916,0.023441622990503275,0.00328969484097074,0.0009021445195445631,0.00045344262327341446,0.003203244855154434,0.0014212450151500464,0.1020732516843392,0.0004223967609680045,0.0007423629877938114,0.0026116541454793384,0.008638421658902166,0.006523696472099802,0.004512633918726072,0.004516494189246775,0.0001727864511143479,0.0014998530254203455,0.014863680867850252,0.003787293696040422,0.0012840001716279434,0.00012864088144105048,0.0003224759134358158,0.002326041810119718
SRS014683,0.005710079465132459,0.009929325770758531,0.36941598691540983,0.006930917810330929,0.0014683904655668175,0.0018789866155557173,0.000811550237958749,0.03450464382327663,0.020217650634859006,0.035471714750938924,0.001577691867949312,0.007889406885534809,0.0004909290685912336,0.0013736284379313836,0.0005584169260405664,0.03623194142050853,0.0007153218187037902,0.010106592796394802,0.36289503745313245,0.0008296354976658289,0.003724321560792112,0.006264565185174801,0.0029177307875953027,0.0014199719872741495,0.0011471512479938703,0.005772217756521578,0.002074201796879299,0.020486373143764197,0.0051504146947509415,0.0006527709325041097,0.006097147098127987,0.0027375505775365685,0.0067678255900585045,0.00275781927432621,0.014122957426968738,0.0010234727173508368,0.000939345776161853,0.0005967744640721042,0.002448686492306517,0.00315256904850127,0.00010287646825141524,0.0001680288956083964,0.0004673784152390396
SRS014923,0.02742506233874076,0.026306340411443883,0.10548587357490948,0.024701424659755517,0.01905426578659668,0.006545455024576696,0.0002051337430380091,0.022857786863317665,0.012601951798053982,0.1023588523419068,0.007521941508142487,0.003936353314322071,0.001269576316208751,0.0008002504493994623,0.0007298667428474482,0.011958235351278636,0.00044135922638439897,0.0042872314829067145,0.16861359139257037,0.010317342906816051,0.015428858119367006,0.0029745903326809935,0.004411096583097186,0.01058355454039185,0.010075623220505975,0.016689605038487387,0.016923315046537036,0.0466548829814137,0.0008827907383276138,0.004138130240204831,0.01918292992488807,0.16300544235306014,0.0022534582604736646,0.00258436287990817,0.007469158961952508,0.00030709124595857496,0.0028083467660310313,0.03439135164917987,0.059127734753494206,0.012150125321876003,0.0009489793948369614,0.0019278506323081258,0.007662825781803353
SRS014979,0.05917202686856019,0.02660903814691501,0.037871722194603614,0.030410729508169136,0.00487133300488078,0.00871695860428004,0.00017178625613212454,0.010760859978292429,0.01083708563405743,0.007670554793479203,0.0009662800357818767,0.0024409108996834867,0.0003565002410553998,0.000860968079065931,0.0006876841946018079,0.020391110566564445,0.0004236114217822807,0.004395517516733384,0.0071860181492746115,0.007685549028158647,0.006793383161043614,0.005046360321727318,0.008566699239036713,0.00665364738750873,6.053773366995872e-05,0.020393827363365417,0.008672638548264094,0.5161746550944866,0.00175905641440604,0.005736497608999379,0.013829932426891121,0.003855695686424121,0.0037183824028019412,0.003608358534034859,0.014960570282191965,0.00036559806494798234,0.005094626544890824,0.07083522264558494,0.012932184321115748,0.026079965038696872,0.006499846020365417,0.003765174589823416,0.012110895447651364
