Bacterial_Species,Prevalence,Cohort
Anaerosalibacter_massiliensis,0.07920792079207921,American
Anaerosporobacter_mobilis,0.12376237623762376,American
Anaerostipes_caccae,0.2871287128712871,American
Anaerostipes_hadrus,0.995049504950495,American
Anaerotignum_lactatifermentans,0.9900990099009901,American
Anaerotignum_neopropionicum,0.6683168316831684,American
Anaerotignum_propionicum,0.09405940594059406,American
Anaerotruncus_colihominis,1.0,American
Anaerotruncus_rubiinfantis,0.6287128712871287,American
Anaerovorax_odorimutans,0.009900990099009901,American
Angelakisella_massiliensis,1.0,American
Anoxybacter_fermentans,0.0049504950495049506,American
Arabia_massiliensis,0.034653465346534656,American
Arcobacter_bivalviorum,0.019801980198019802,American
Asaccharospora_irregularis,0.13861386138613863,American
Asaia_astilbis,0.009900990099009901,American
Asaia_bogorensis,0.0049504950495049506,American
Atopobium_deltae,0.0297029702970297,American
Atopobium_minutum,0.034653465346534656,American
Atopobium_parvulum,0.10396039603960396,American
Atopobium_rimae,0.01485148514851485,American
Atopobium_vaginae,0.21782178217821782,American
Azoarcus_sp_SY39,0.009900990099009901,American
Azospirillum_lipoferum,0.0049504950495049506,American
Azospirillum_sp_M2T2B2,0.0049504950495049506,American
Bacillus_acidiproducens,0.04950495049504951,American
Bacillus_andreraoultii,0.0594059405940594,American
Bacillus_azotoformans,0.2376237623762376,American
Bacillus_bataviensis,0.11386138613861387,American
Bacillus_rubiinfantis,0.019801980198019802,American
Bacteroidales_bacterium_CF,0.019801980198019802,American
Bacteroides_barnesiae,1.0,American
Bacteroides_caccae,0.995049504950495,American
Bacteroides_caecimuris,1.0,American
Bacteroides_cellulosilyticus,0.995049504950495,American
Bacteroides_coprocola,1.0,American
Bacteroides_coprophilus,0.995049504950495,American
Bacteroides_coprosuis,0.41089108910891087,American
Bacteroides_dorei,1.0,American
Bacteroides_faecichinchillae,1.0,American
Bacteroides_fluxus,1.0,American
Bacteroides_fragilis,1.0,American
Bacteroides_graminisolvens,0.5346534653465347,American
Bacteroides_helcogenes,1.0,American
Bacteroides_heparinolyticus,0.9801980198019802,American
Bacteroides_ihuae,0.29207920792079206,American
Bacteroides_luti,0.24257425742574257,American
Bacteroides_neonati,0.7871287128712872,American
Bacteroides_nordii,0.995049504950495,American
Bacteroides_ovatus,0.995049504950495,American
Bacteroides_paurosaccharolyticus,0.6336633663366337,American
Bacteroides_pectinophilus,0.9900990099009901,American
Bacteroides_plebeius,1.0,American
Bacteroides_propionicifaciens,0.009900990099009901,American
Bacteroides_pyogenes,0.995049504950495,American
Bacteroides_reticulotermitis,0.9455445544554455,American
Bacteroides_salanitronis,1.0,American
Bacteroides_salyersiae,1.0,American
Bacteroides_stercoris,1.0,American
Bacteroides_thetaiotaomicron,0.995049504950495,American
Bacteroides_uniformis,0.995049504950495,American
Bacteroides_vulgatus,0.995049504950495,American
Bacteroides_zoogleoformans,0.9752475247524752,American
Bariatricus_massiliensis,0.698019801980198,American
Barnesiella_intestinihominis,0.9900990099009901,American
Barnesiella_viscericola,0.9455445544554455,American
Beduini_massiliensis,0.0049504950495049506,American
Bibersteinia_trehalosi,0.019801980198019802,American
Bifidobacterium_adolescentis,0.5841584158415841,American
Bifidobacterium_aesculapii,0.0049504950495049506,American
Bifidobacterium_angulatum,0.24257425742574257,American
Bifidobacterium_animalis,0.01485148514851485,American
Bifidobacterium_biavatii,0.20297029702970298,American
Bifidobacterium_bifidum,0.29207920792079206,American
Bifidobacterium_breve,0.2871287128712871,American
Bifidobacterium_catenulatum,0.5099009900990099,American
Bifidobacterium_choerinum,0.009900990099009901,American
Bifidobacterium_dentium,0.024752475247524754,American
Bifidobacterium_gallicum,0.0049504950495049506,American
Bifidobacterium_gallinarum,0.0297029702970297,American
Bifidobacterium_lemurum,0.019801980198019802,American
Bifidobacterium_longum,0.7079207920792079,American
Bifidobacterium_minimum,0.09405940594059406,American
Bifidobacterium_pseudocatenulatum,0.6089108910891089,American
Bifidobacterium_pseudolongum,0.0049504950495049506,American
Bifidobacterium_reuteri,0.0297029702970297,American
Bifidobacterium_saguini,0.009900990099009901,American
Bifidobacterium_scardovii,0.009900990099009901,American
Bifidobacterium_stellenboschense,0.19306930693069307,American
Bifidobacterium_subtile,0.01485148514851485,American
Bifidobacterium_thermophilum,0.0297029702970297,American
Bilophila_wadsworthia,0.8366336633663366,American
Bittarella_massiliensis,0.8613861386138614,American
Blautia_coccoides,0.19801980198019803,American
Blautia_hansenii,0.9801980198019802,American
Blautia_hydrogenotrophica,0.9257425742574258,American
Blautia_obeum,1.0,American
Blautia_producta,0.7326732673267327,American
Blautia_schinkii,0.7772277227722773,American
Blautia_sp_N6H1-15,0.9554455445544554,American
Blautia_sp_YL58,0.21782178217821782,American
Bordetella_bronchiseptica,0.009900990099009901,American
Bordetella_genomosp_6,0.009900990099009901,American
Bordetella_petrii,0.0049504950495049506,American
Brachybacterium_muris,0.01485148514851485,American
Brachybacterium_squillarum,0.0049504950495049506,American
Brachyspira_alvinipulli,0.0049504950495049506,American
Brachyspira_hampsonii,0.0049504950495049506,American
Brachyspira_hyodysenteriae,0.01485148514851485,American
Brachyspira_murdochii,0.0049504950495049506,American
Brachyspira_pilosicoli,0.08415841584158416,American
Bradyrhizobium_elkanii,0.034653465346534656,American
Bradyrhizobium_sp_BTAi1,0.0049504950495049506,American
Bradyrhizobium_sp_S23321,0.0049504950495049506,American
Bradyrhizobium_sp_SK17,0.039603960396039604,American
Brevibacterium_mcbrellneri,0.0049504950495049506,American
Brevundimonas_bacteroides,0.0049504950495049506,American
Bulleidia_extructa,0.15346534653465346,American
Burkholderia_cenocepacia,0.12376237623762376,American
Burkholderiales_bacterium_GJ-E10,0.0049504950495049506,American
Burkholderiales_bacterium_YL45,0.24752475247524752,American
Butyricicoccus_pullicaecorum,0.9752475247524752,American
Butyricimonas_faecalis,1.0,American
Butyricimonas_synergistica,0.7970297029702971,American
Butyrivibrio_crossotus,0.9702970297029703,American
Butyrivibrio_fibrisolvens,0.06930693069306931,American
Butyrivibrio_hungatei,0.039603960396039604,American
Butyrivibrio_proteoclasticus,0.04950495049504951,American
Caecibacter_massiliensis,0.034653465346534656,American
Caloramator_mitchellensis,0.024752475247524754,American
Caloranaerobacter_ferrireducens,0.0049504950495049506,American
Campylobacter_concisus,0.08415841584158416,American
Campylobacter_corcagiensis,0.0049504950495049506,American
Campylobacter_curvus,0.0049504950495049506,American
Campylobacter_gracilis,0.01485148514851485,American
Campylobacter_hominis,0.19801980198019803,American
Campylobacter_jejuni,0.06930693069306931,American
Campylobacter_lanienae,0.009900990099009901,American
Campylobacter_showae,0.0049504950495049506,American
Campylobacter_sp_RM6137,0.0049504950495049506,American
Campylobacter_ureolyticus,0.0891089108910891,American
Candidatus_Azobacteroides_pseudotrichonymphae,0.0049504950495049506,American
Candidatus_Carsonella_ruddii,0.009900990099009901,American
Candidatus_Izimaplasma_sp_HR1,0.04950495049504951,American
Candidatus_Nucleicultrix_amoebiphila,0.01485148514851485,American
Candidatus_Phytoplasma_mali,0.0049504950495049506,American
Candidatus_Saccharibacteria_oral_taxon_TM7x,0.3316831683168317,American
Candidatus_Sulcia_muelleri,0.0049504950495049506,American
Capnocytophaga_canimorsus,0.0049504950495049506,American
Capnocytophaga_cynodegmi,0.009900990099009901,American
Capnocytophaga_gingivalis,0.019801980198019802,American
Capnocytophaga_granulosa,0.0049504950495049506,American
Capnocytophaga_leadbetteri,0.024752475247524754,American
Capnocytophaga_ochracea,0.0297029702970297,American
Capnocytophaga_sp_ChDC_OS43,0.0049504950495049506,American
Capnocytophaga_sp_oral_taxon_323,0.0049504950495049506,American
Capnocytophaga_sp_oral_taxon_864,0.009900990099009901,American
Capnocytophaga_sputigena,0.019801980198019802,American
Capnocytophaga_stomatis,0.0049504950495049506,American
Cardiobacterium_hominis,0.01485148514851485,American
Carnobacterium_gallinarum,0.009900990099009901,American
Catabacter_hongkongensis,0.22772277227722773,American
Catenibacterium_mitsuokai,0.5445544554455446,American
Catonella_morbi,0.28217821782178215,American
Caulobacter_flavus,0.034653465346534656,American
Caulobacter_henricii,0.0049504950495049506,American
Caulobacter_mirabilis,0.034653465346534656,American
Caulobacter_segnis,0.0049504950495049506,American
Caulobacter_sp_K31,0.034653465346534656,American
Caviibacter_abscessus,0.024752475247524754,American
Cellulomonas_carbonis,0.6633663366336634,American
Cellulosilyticum_ruminicola,0.01485148514851485,American
Christensenella_massiliensis,0.6287128712871287,American
Christensenella_minuta,0.9207920792079208,American
Christensenella_sp_Marseille-P3954,0.7227722772277227,American
Christensenella_timonensis,0.27722772277227725,American
Chryseobacterium_gallinarum,0.13861386138613863,American
Citrobacter_amalonaticus,0.0049504950495049506,American
Citrobacter_braakii,0.01485148514851485,American
Citrobacter_freundii,0.01485148514851485,American
Citrobacter_freundii_complex_sp_CFNIH4,0.01485148514851485,American
Citrobacter_freundii_complex_sp_CFNIH9,0.0049504950495049506,American
Citrobacter_koseri,0.0049504950495049506,American
Citrobacter_portucalensis,0.009900990099009901,American
Citrobacter_werkmanii,0.0049504950495049506,American
Citrobacter_youngae,0.0049504950495049506,American
Cloacibacillus_evryensis,0.0891089108910891,American
Cloacibacillus_porcorum,0.12871287128712872,American
Cloacibacterium_normanense,0.0049504950495049506,American
Clostridiales_bacterium,0.47029702970297027,American
Clostridiales_bacterium_CCNA10,1.0,American
Clostridioides_difficile,0.7227722772277227,American
Clostridium_algidicarnis,0.0049504950495049506,American
Clostridium_aminophilum,0.38613861386138615,American
Clostridium_amylolyticum,0.0049504950495049506,American
Clostridium_asparagiforme,0.9851485148514851,American
Clostridium_baratii,0.0049504950495049506,American
Clostridium_bolteae,0.995049504950495,American
Clostridium_bornimense,0.04950495049504951,American
Clostridium_botulinum,0.0049504950495049506,American
Clostridium_butyricum,0.01485148514851485,American
Clostridium_cadaveris,0.0049504950495049506,American
Clostridium_cavendishii,0.0049504950495049506,American
Clostridium_celatum,0.18811881188118812,American
Clostridium_cellulosi,0.034653465346534656,American
Clostridium_chauvoei,0.0049504950495049506,American
Clostridium_citroniae,0.9653465346534653,American
Clostridium_cocleatum,0.06930693069306931,American
Clostridium_dakarense,0.019801980198019802,American
Clostridium_disporicum,0.13861386138613863,American
Clostridium_fallax,0.0049504950495049506,American
Clostridium_gasigenes,0.0049504950495049506,American
Clostridium_glycyrrhizinilyticum,0.995049504950495,American
Clostridium_hiranonis,0.019801980198019802,American
Clostridium_homopropionicum,0.0049504950495049506,American
Clostridium_hydrogeniformans,0.0049504950495049506,American
Clostridium_hylemonae,0.06435643564356436,American
Clostridium_ihumii,0.009900990099009901,American
Clostridium_innocuum,0.9752475247524752,American
Clostridium_isatidis,0.0049504950495049506,American
Clostridium_leptum,0.9801980198019802,American
Clostridium_lundense,0.01485148514851485,American
Clostridium_merdae,0.034653465346534656,American
Clostridium_methylpentosum,0.8861386138613861,American
Clostridium_neonatale,0.034653465346534656,American
Clostridium_novyi,0.009900990099009901,American
Clostridium_oryzae,0.009900990099009901,American
Clostridium_paradoxum,0.0049504950495049506,American
Clostridium_paraputrificum,0.07920792079207921,American
Clostridium_perfringens,0.009900990099009901,American
Clostridium_phoceensis,1.0,American
Clostridium_polynesiense,0.009900990099009901,American
Clostridium_populeti,0.019801980198019802,American
Clostridium_puniceum,0.0049504950495049506,American
Clostridium_saccharogumia,0.7326732673267327,American
Clostridium_saccharolyticum,0.6138613861386139,American
Clostridium_sartagoforme,0.1188118811881188,American
Clostridium_scindens,0.9504950495049505,American
Clostridium_senegalense,0.0049504950495049506,American
Clostridium_septicum,0.019801980198019802,American
Clostridium_sp_MF28,0.0049504950495049506,American
Clostridium_sp_SY8519,0.7970297029702971,American
Clostridium_sphenoides,0.0049504950495049506,American
Clostridium_spiroforme,0.7277227722772277,American
Clostridium_sporogenes,0.9405940594059405,American
Clostridium_sporosphaeroides,0.38613861386138615,American
Clostridium_symbiosum,0.995049504950495,American
Clostridium_taeniosporum,0.009900990099009901,American
Clostridium_thermobutyricum,0.01485148514851485,American
Clostridium_uliginosum,0.009900990099009901,American
Clostridium_ventriculi,0.009900990099009901,American
Clostridium_viride,0.19801980198019803,American
Cohaesibacter_sp_ES047,0.0049504950495049506,American
Colibacter_massiliensis,0.06930693069306931,American
Collinsella_aerofaciens,0.801980198019802,American
Collinsella_bouchesdurhonensis,0.19306930693069307,American
Collinsella_ihuae,0.3069306930693069,American
Collinsella_intestinalis,0.2524752475247525,American
Collinsella_massiliensis,0.07425742574257425,American
Collinsella_phocaeensis,0.1782178217821782,American
Collinsella_stercoris,0.18316831683168316,American
Collinsella_tanakaei,0.13861386138613863,American
Comamonas_granuli,0.009900990099009901,American
Comamonas_kerstersii,0.01485148514851485,American
Commensalibacter_intestini,0.0049504950495049506,American
Commensalibacter_sp_AMU001,0.009900990099009901,American
Coprobacter_fastidiosus,0.9653465346534653,American
Coprobacter_secundus,1.0,American
Coprococcus_comes,1.0,American
Coprococcus_eutactus,0.9653465346534653,American
Coriobacteriaceae_bacterium_68-1-3,0.07920792079207921,American
Corynebacterium_accolens,0.0049504950495049506,American
Corynebacterium_argentoratense,0.009900990099009901,American
Corynebacterium_aurimucosum,0.009900990099009901,American
Corynebacterium_durum,0.024752475247524754,American
Corynebacterium_ihumii,0.0049504950495049506,American
Corynebacterium_jeikeium,0.0049504950495049506,American
Corynebacterium_matruchotii,0.039603960396039604,American
Corynebacterium_otitidis,0.0049504950495049506,American
Corynebacterium_pseudodiphtheriticum,0.0049504950495049506,American
Corynebacterium_segmentosum,0.0049504950495049506,American
Corynebacterium_sp_ATCC_6931,0.0049504950495049506,American
Croceicoccus_marinus,0.0049504950495049506,American
Cronobacter_sakazakii,0.0049504950495049506,American
Cryobacterium_psychrotolerans,0.0049504950495049506,American
Cryptobacterium_curtum,0.009900990099009901,American
Culturomica_massiliensis,0.995049504950495,American
Cupriavidus_oxalaticus,0.04950495049504951,American
Cutibacterium_acnes,0.07425742574257425,American
Dakarella_massiliensis,0.15841584158415842,American
Defluviitalea_phaphyphila,0.01485148514851485,American
Dehalobacterium_formicoaceticum,0.0049504950495049506,American
Dehalococcoides_mccartyi,0.024752475247524754,American
Denitrobacterium_detoxificans,0.009900990099009901,American
Desnuesiella_massiliensis,0.0049504950495049506,American
Desulfobulbus_oralis,0.009900990099009901,American
Desulfofarcimen_intricatum,0.0049504950495049506,American
Desulfomonile_tiedjei,0.0049504950495049506,American
Desulfotomaculum_guttoideum,0.0049504950495049506,American
Desulfotomaculum_nigrificans,0.0049504950495049506,American
Desulfovibrio_desulfuricans,0.12376237623762376,American
Desulfovibrio_fairfieldensis,0.1188118811881188,American
Desulfovibrio_legallii,0.034653465346534656,American
Desulfovibrio_piger,0.1782178217821782,American
Desulfovibrio_sp_G11,0.009900990099009901,American
Desulfurella_acetivorans,0.009900990099009901,American
Desulfurivibrio_alkaliphilus,0.0049504950495049506,American
Dialister_invisus,0.5099009900990099,American
Dialister_micraerophilus,0.034653465346534656,American
Dialister_pneumosintes,0.1485148514851485,American
Dialister_sp_Marseille-P5638,0.10396039603960396,American
Dialister_succinatiphilus,0.06435643564356436,American
Dielma_fastidiosa,0.5841584158415841,American
Dolosigranulum_pigrum,0.0049504950495049506,American
Dorea_formicigenerans,0.9900990099009901,American
Dorea_longicatena,0.9801980198019802,American
Duodenibacillus_massiliensis,0.2079207920792079,American
Dysgonomonas_capnocytophagoides,0.024752475247524754,American
Dysgonomonas_gadei,0.019801980198019802,American
Dysgonomonas_macrotermitis,0.20297029702970298,American
Dysgonomonas_mossii,0.04455445544554455,American
Eggerthella_lenta,0.6732673267326733,American
Eggerthella_sp_YY7918,0.07920792079207921,American
Eggerthia_catenaformis,0.024752475247524754,American
Eikenella_corrodens,0.0049504950495049506,American
Eisenbergiella_tayi,0.693069306930693,American
Eisenibacter_elegans,0.054455445544554455,American
Emergencia_timonensis,0.9603960396039604,American
Empedobacter_brevis,0.009900990099009901,American
Enorma_massiliensis,0.0594059405940594,American
Enterobacter_asburiae,0.01485148514851485,American
Enterobacter_bugandensis,0.01485148514851485,American
Enterobacter_cancerogenus,0.0049504950495049506,American
Enterobacter_cloacae,0.04950495049504951,American
Enterobacter_cloacae_complex_sp,0.019801980198019802,American
Enterobacter_cloacae_complex_sp_ECNIH7,0.019801980198019802,American
Enterobacter_cloacae_complex_sp_FDA-CDC-AR_0132,0.0049504950495049506,American
Enterobacter_cloacae_complex_sp_FDA-CDC-AR_0164,0.0049504950495049506,American
Enterobacter_hormaechei,0.0297029702970297,American
Enterobacter_ludwigii,0.0049504950495049506,American
Enterobacter_roggenkampii,0.0297029702970297,American
Enterobacter_sp_Crenshaw,0.009900990099009901,American
Enterobacter_sp_E20,0.01485148514851485,American
Enterobacter_sp_HK169,0.01485148514851485,American
Enterobacter_sp_ODB01,0.0297029702970297,American
Enterobacteriaceae_bacterium_S05,0.0049504950495049506,American
Enterococcus_cecorum,0.1188118811881188,American
Enterococcus_columbae,0.17326732673267325,American
Enterococcus_dispar,0.009900990099009901,American
Enterococcus_durans,0.009900990099009901,American
Enterococcus_faecalis,0.01485148514851485,American
Enterococcus_faecium,0.5198019801980198,American
Enterococcus_gilvus,0.019801980198019802,American
Enterococcus_hirae,0.0049504950495049506,American
Enterococcus_sp_FDAARGOS_553,0.009900990099009901,American
Enterorhabdus_caecimuris,0.12376237623762376,American
Enterorhabdus_mucosicola,0.07425742574257425,American
Entomoplasma_melaleucae,0.0049504950495049506,American
Erysipelatoclostridium_ramosum,0.3316831683168317,American
Erysipelothrix_rhusiopathiae,0.009900990099009901,American
Erysipelotrichaceae_bacterium_GAM147,0.9603960396039604,American
Erysipelotrichaceae_bacterium_I46,0.5544554455445545,American
Escherichia_albertii,0.0049504950495049506,American
Escherichia_coli,0.5148514851485149,American
Escherichia_fergusonii,0.009900990099009901,American
Escherichia_marmotae,0.0049504950495049506,American
Ethanoligenens_harbinense,0.024752475247524754,American
Eubacterium_aggregans,0.0049504950495049506,American
Eubacterium_brachy,0.0891089108910891,American
Eubacterium_callanderi,0.3217821782178218,American
Eubacterium_cellulosolvens,0.13861386138613863,American
Eubacterium_coprostanoligenes,0.698019801980198,American
Eubacterium_eligens,0.9801980198019802,American
Eubacterium_limosum,0.01485148514851485,American
Eubacterium_minutum,0.10396039603960396,American
Eubacterium_nodatum,0.12376237623762376,American
Eubacterium_oxidoreducens,0.28217821782178215,American
Eubacterium_plexicaudatum,0.7772277227722773,American
Eubacterium_pyruvativorans,0.07920792079207921,American
Eubacterium_ramulus,1.0,American
Eubacterium_rectale,1.0,American
Eubacterium_ruminantium,0.11386138613861387,American
Eubacterium_saphenum,0.009900990099009901,American
Eubacterium_siraeum,0.8267326732673267,American
Eubacterium_sulci,0.4504950495049505,American
Eubacterium_uniforme,0.19306930693069307,American
Eubacterium_ventriosum,0.9801980198019802,American
Eubacterium_xylanophilum,0.2871287128712871,American
Ezakiella_massiliensis,0.009900990099009901,American
Facklamia_languida,0.019801980198019802,American
Faecalibacterium_prausnitzii,0.995049504950495,American
Faecalibaculum_rodentium,0.40594059405940597,American
Faecalicatena_contorta,0.9108910891089109,American
Faecalicatena_fissicatena,0.0594059405940594,American
Faecalicoccus_pleomorphus,0.5792079207920792,American
Faecalitalea_cylindroides,0.995049504950495,American
Fastidiosipila_sanguinis,0.12871287128712872,American
Fenollaria_massiliensis,0.07425742574257425,American
Fenollaria_timonensis,0.19801980198019803,American
Fermentimonas_caenicola,0.12376237623762376,American
Filifactor_alocis,0.15841584158415842,American
Finegoldia_magna,0.06435643564356436,American
Flavobacterium_marinum,0.024752475247524754,American
Flavonifractor_plautii,1.0,American
Flexilinea_flocculi,0.0049504950495049506,American
Fournierella_massiliensis,1.0,American
Fusicatenibacter_saccharivorans,1.0,American
Fusobacterium_gonidiaformans,0.039603960396039604,American
Fusobacterium_hwasookii,0.0049504950495049506,American
Fusobacterium_mortiferum,0.039603960396039604,American
Fusobacterium_necrophorum,0.0049504950495049506,American
Fusobacterium_nucleatum,0.054455445544554455,American
Fusobacterium_periodonticum,0.1485148514851485,American
Fusobacterium_ulcerans,0.039603960396039604,American
Fusobacterium_varium,0.024752475247524754,American
Gardnerella_vaginalis,0.07425742574257425,American
Gemella_asaccharolytica,0.01485148514851485,American
Gemella_haemolysans,0.024752475247524754,American
Gemella_morbillorum,0.0297029702970297,American
Gemella_sanguinis,0.09900990099009901,American
Gemmiger_formicilis,0.9900990099009901,American
Glaesserella_parasuis,0.0049504950495049506,American
Globicatella_sulfidifaciens,0.009900990099009901,American
Gordonibacter_massiliensis,0.034653465346534656,American
Gordonibacter_pamelaeae,0.6435643564356436,American
Gordonibacter_urolithinfaciens,0.49504950495049505,American
Granulicatella_adiacens,0.2871287128712871,American
Granulicatella_elegans,0.06435643564356436,American
Haemophilus_haemolyticus,0.16831683168316833,American
Haemophilus_influenzae,0.04455445544554455,American
Haemophilus_parainfluenzae,0.7920792079207921,American
Haemophilus_pittmaniae,0.27722772277227725,American
Haemophilus_sp_oral_taxon_036,0.17326732673267325,American
Haemophilus_sputorum,0.22277227722772278,American
Hafnia_paralvei,0.0049504950495049506,American
Haloplasma_contractile,0.009900990099009901,American
Helcococcus_kunzii,0.0049504950495049506,American
Helicobacter_pylori,0.009900990099009901,American
Hespellia_stercorisuis,0.6732673267326733,American
Histophilus_somni,0.0891089108910891,American
Holdemanella_biformis,0.900990099009901,American
Holdemania_massiliensis,0.900990099009901,American
Holospora_obtusa,0.0049504950495049506,American
Holospora_undulata,0.0049504950495049506,American
Hungateiclostridiaceae_bacterium_KB18,0.48514851485148514,American
Hungateiclostridium_cellulolyticum,0.009900990099009901,American
Hungateiclostridium_clariflavum,0.009900990099009901,American
Hungateiclostridium_saccincola,0.009900990099009901,American
Hungateiclostridium_thermocellum,0.0049504950495049506,American
Hungatella_hathewayi,0.9752475247524752,American
Hydrogenibacillus_schlegelii,0.0049504950495049506,American
Hydrogenoanaerobacterium_saccharovorans,0.009900990099009901,American
Hydrogenophaga_sp_RAC07,0.0049504950495049506,American
Hydrotalea_flava,0.009900990099009901,American
Hyphomicrobium_sulfonivorans,0.0049504950495049506,American
Ichthyobacterium_seriolicida,0.0049504950495049506,American
Ideonella_sakaiensis,0.23267326732673269,American
Idiomarina_indica,0.009900990099009901,American
Ileibacterium_valens,0.07425742574257425,American
Insolitispirillum_peregrinum,0.009900990099009901,American
Intestinibacillus_massiliensis,0.7970297029702971,American
Intestinibacter_bartlettii,0.7673267326732673,American
Intestinibaculum_porci,0.0891089108910891,American
Intestinimonas_butyriciproducens,0.9851485148514851,American
Johnsonella_ignava,0.7673267326732673,American
Jonquetella_anthropi,0.009900990099009901,American
Kallipyga_gabonensis,0.019801980198019802,American
Kallipyga_massiliensis,0.09900990099009901,American
Kandleria_vitulina,0.06435643564356436,American
Kerstersia_gyiorum,0.0049504950495049506,American
Kiloniella_spongiae,0.0049504950495049506,American
Kingella_oralis,0.019801980198019802,American
Klebsiella_aerogenes,0.01485148514851485,American
Klebsiella_oxytoca,0.0049504950495049506,American
Klebsiella_pneumoniae,0.019801980198019802,American
Klebsiella_quasipneumoniae,0.009900990099009901,American
Klebsiella_quasivariicola,0.009900990099009901,American
Klebsiella_sp_FDAARGOS_511,0.0049504950495049506,American
Klebsiella_sp_M5al,0.0049504950495049506,American
Klebsiella_sp_P1CD1,0.039603960396039604,American
Klebsiella_variicola,0.039603960396039604,American
Kordiimonas_gwangyangensis,0.0049504950495049506,American
Lachnoanaerobaculum_saburreum,0.6188118811881188,American
Lachnoanaerobaculum_umeaense,0.024752475247524754,American
Lachnobacterium_bovis,0.08415841584158416,American
Lachnoclostridium_phocaeense,0.9455445544554455,American
Lachnoclostridium_sp_YL32,0.6831683168316832,American
Lachnospira_multipara,0.22772277227722773,American
Lachnospiraceae_bacterium,0.0049504950495049506,American
Lachnospiraceae_bacterium_Choco86,0.995049504950495,American
Lachnospiraceae_bacterium_GAM79,1.0,American
Lachnospiraceae_bacterium_oral_taxon_500,0.3613861386138614,American
Lactobacillus_acetotolerans,0.009900990099009901,American
Lactobacillus_acidophilus,0.01485148514851485,American
Lactobacillus_agilis,0.0049504950495049506,American
