"","Blautia_hydrogenotrophica","Gordonibacter_pamelaeae","Lachnoclostridium_sp_YL32","Faecalibacterium_prausnitzii","Clostridium_bolteae","Clostridium_citroniae","Intestinibacter_bartlettii","Clostridium_symbiosum","Hungatella_hathewayi","Merdimonas_faecis","Clostridium_asparagiforme","Alistipes_shahii","Alistipes_obesi","Subdoligranulum_variabile","Anaerostipes_hadrus","Alistipes_senegalensis","Alistipes_timonensis","Dorea_longicatena","Rikenella_microfusus","Ruthenibacterium_lactatiformans","Culturomica_massiliensis","Gemmiger_formicilis","Eggerthella_lenta","Prevotella_stercorea","Agathobaculum_desmolans","Lachnoclostridium_phocaeense","Blautia_sp_N6H115","Paraprevotella_xylaniphila","Mordavella_sp_MarseilleP3756","Bacteroides_barnesiae","Holdemania_massiliensis","Blautia_hansenii","Alistipes_finegoldii","Bacteroides_plebeius","Blautia_obeum","Flavonifractor_plautii","Faecalicatena_contorta","Coprobacter_secundus","Collinsella_aerofaciens","Bacteroides_stercoris","Oscillibacter_sp_PEA192","Bilophila_wadsworthia","Neglecta_timonensis","Alistipes_inops","Bacteroides_coprophilus","Marvinbryantia_formatexigens","Alistipes_putredinis","Bacteroides_salanitronis","Anaerotruncus_colihominis","Bacteroides_dorei","Parabacteroides_goldsteinii","Ruminococcus_bicirculans","Faecalitalea_cylindroides","Bittarella_massiliensis","Odoribacter_splanchnicus","Bacteroides_pyogenes","Coprococcus_eutactus","Bacteroides_fluxus","Prevotellamassilia_timonensis","Bacteroides_cellulosilyticus","Butyricimonas_sp_H184","Intestinimonas_butyriciproducens","Butyricicoccus_pullicaecorum","Barnesiella_viscericola","Eubacterium_ventriosum","Sellimonas_intestinalis","Clostridium_methylpentosum","Coprococcus_comes","Ruminococcus_callidus","Bacteroides_nordii","Clostridiales_bacterium","Eubacterium_hallii","Parabacteroides_johnsonii","Ruminococcus_lactaris","Eubacterium_ramulus","Bacteroides_ovatus","Coprobacter_fastidiosus","Eubacterium_eligens","Roseburia_faecis","Prevotella_copri","Fusicatenibacter_saccharivorans","Blautia_schinkii","Odoribacter_laneus","Bacteroides_coprocola","Negativibacillus_massiliensis","Alistipes_sp_MarseilleP5997","Eubacterium_siraeum","Ruminococcus_torques","Barnesiella_intestinihominis","Bacteroides_fragilis","Eubacterium_rectale","Roseburia_hominis","Bacteroides_heparinolyticus","Provencibacterium_massiliense","Bacteroides_reticulotermitis","Roseburia_inulinivorans","Fournierella_massiliensis","Clostridium_scindens","Christensenella_minuta","Pseudoflavonifractor_capillosus","Dorea_formicigenerans","Erysipelotrichaceae_bacterium","Bacteroides_caecimuris","Roseburia_intestinalis","Massilioclostridium_coli","Merdibacter_massiliensis","Mediterranea_massiliensis","Butyrivibrio_crossotus","Bacteroides_vulgatus","Clostridium_leptum","Bacteroides_helcogenes","Clostridium_phoceensis","Ruminococcus_gnavus","Angelakisella_massiliensis","Bacteroides_pectinophilus","Lactobacillus_rogosae","Bacteroides_thetaiotaomicron","Clostridium_glycyrrhizinilyticum","Bacteroides_caccae","bacterium_LF3"
"Culturomica_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0102989894200843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484462490294641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303328243894557,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmiger_formicilis",0,0,0,0.0975522124584234,0,0,0,0,0,0,0,0,0,0.0888725371801707,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333280155069315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115788799063661,0,0,0,0,0
"Eggerthella_lenta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_stercorea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agathobaculum_desmolans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium_phocaeense",0,0,0,0,0,0,0,0,0,0.00265585182801318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011334790824463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_sp_N6H115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraprevotella_xylaniphila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.0389625313902873,0,0,0,0,0,0,0,0.0193314359758256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mordavella_sp_MarseilleP3756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_barnesiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389625313902873,0,-1,0,0,0,0.0499763684430439,0,0,0,0.0217752437475612,0,0,0,0,0,0,0,0,0,0.0722319985564492,0,0.00850607946999433,0,0,0,0,0,0.0042154037982662,0,0.0157531999744019,0,0,0.0119805190558765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350504715960484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424819557609931,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holdemania_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_hansenii",0,0,0,0,0.0352946304278976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_finegoldii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_plebeius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102989894200843,0,0,0,0,0,0,0,0,0.0499763684430439,0,0,0,-1,0.0495094255048565,0.00532641202479712,0,0,0,0.00777739981330802,0.027920543238647,0,0,0,0.057925023368332,0,0,0,0,0.0273641439628496,0,0,0,0,0,0,0,0.0866098720177153,0,0,0.0338290598603397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282999001476915,0,0,0,0,0,0,0,0.119084185082544,0,0,0,0,0,0.0305064753055162,0,0,0,0,0,0,0,0,0,0,0,0,0.0605422081445042,0,0,0,0.10256663321657,0,0.0192236761157887,0,0,0,0.00775247038439192,0,0,0,0,0,0,0
"Blautia_obeum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495094255048565,-1,0.034480166090124,0,0,0,0,0.0245958295094219,0,0,0,0,0,0,0,0,0.00893166431020322,0,0,0,0,0,0,0,0.0419019793440393,0,0,0,0,0,0,0,0,0,0.036290834662915,0,0,0,0,0,0,0.107320854680218,0,0,0,0,0,0,0,0,0.00712506257033608,0,0,0,0,0,0.00848362842850405,0,0,0,0,0,0,0,0,0,0,0,0,0.0385757644437948,0,0,0,0,0,0,0,0,0,0.101981311933424,0,0,0,0,0,0,0
"Flavonifractor_plautii",0,0,0,0,0.00843708487989775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532641202479712,0.034480166090124,-1,0,0,0,0,0.140863768434874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639590116663939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064255858401158,0,0,0,0,0,0,0,0,0,0,0,0,0.0305197207385435,0,0,0,0,0,0,0,0,0,0.129881373344669,0,0,0,0,0,0,0
"Faecalicatena_contorta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprobacter_secundus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193314359758256,0,0.0217752437475612,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725405038007203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsella_aerofaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_stercoris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00777739981330802,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
