"","Lachnoclostridium_sp_YL32","Blautia_hydrogenotrophica","Clostridium_citroniae","Clostridium_bolteae","Gordonibacter_pamelaeae","Hungatella_hathewayi","Faecalibacterium_prausnitzii","Clostridium_symbiosum","Alistipes_shahii","Clostridium_asparagiforme","Anaerostipes_hadrus","Subdoligranulum_variabile","Intestinibacter_bartlettii","Culturomica_massiliensis","Gemmiger_formicilis","Alistipes_timonensis","Eggerthella_lenta","Merdimonas_faecis","Agathobaculum_desmolans","Dorea_longicatena","Rikenella_microfusus","Alistipes_senegalensis","Alistipes_obesi","Faecalicatena_contorta","Blautia_hansenii","Ruthenibacterium_lactatiformans","Prevotella_stercorea","Alistipes_finegoldii","Bacteroides_barnesiae","Mordavella_sp_MarseilleP3756","Blautia_sp_N6H115","Butyricicoccus_pullicaecorum","Blautia_obeum","Lachnoclostridium_phocaeense","Holdemania_massiliensis","Parabacteroides_goldsteinii","Oscillibacter_sp_PEA192","Roseburia_faecis","Flavonifractor_plautii","Alistipes_sp_MarseilleP5997","Alistipes_putredinis","Clostridium_methylpentosum","Faecalitalea_cylindroides","Collinsella_aerofaciens","Alistipes_inops","Paraprevotella_xylaniphila","Ruminococcus_bicirculans","Bacteroides_fragilis","Coprobacter_secundus","Intestinimonas_butyriciproducens","Bacteroides_coprocola","Eubacterium_ventriosum","Clostridium_scindens","Roseburia_intestinalis","Coprococcus_eutactus","Bacteroides_plebeius","Bilophila_wadsworthia","Bacteroides_stercoris","Anaerotruncus_colihominis","Bacteroides_caecimuris","Bacteroides_salanitronis","Bittarella_massiliensis","Bacteroides_ovatus","Dorea_formicigenerans","Emergencia_timonensis","Bacteroides_dorei","Odoribacter_laneus","Ruminococcus_lactaris","Eubacterium_siraeum","Prevotellamassilia_timonensis","Marvinbryantia_formatexigens","Ruminococcus_callidus","Bacteroides_pyogenes","Bacteroides_reticulotermitis","Mediterranea_massiliensis","Bacteroides_nordii","Bacteroides_fluxus","Bacteroides_caccae","Fusicatenibacter_saccharivorans","Ruminococcus_faecis","Odoribacter_splanchnicus","Clostridiales_bacterium","Pseudoflavonifractor_capillosus","Sellimonas_intestinalis","Ruminococcus_gnavus","Bacteroides_helcogenes","Bacteroides_coprophilus","Eubacterium_ramulus","Neglecta_timonensis","Negativibacillus_massiliensis","Prevotella_copri","Bacteroides_cellulosilyticus","Massilioclostridium_coli","Roseburia_hominis","Eubacterium_rectale","Ruminococcus_torques","Eubacterium_hallii","Eubacterium_eligens","Angelakisella_massiliensis","Coprococcus_comes","Parabacteroides_johnsonii","Clostridium_phoceensis","Barnesiella_viscericola","Butyricimonas_sp_H184","Butyrivibrio_crossotus","Bacteroides_vulgatus","Coprobacter_fastidiosus","Fournierella_massiliensis","Bacteroides_zoogleoformans","Roseburia_inulinivorans","Blautia_schinkii","Bacteroides_salyersiae","Bacteroides_pectinophilus","Parabacteroides_sp_CT06","Provencibacterium_massiliense","Acetivibrio_ethanolgignens","Barnesiella_intestinihominis","Bacteroides_heparinolyticus","Lachnospiraceae_bacterium","Erysipelotrichaceae_bacterium","Bacteroides_thetaiotaomicron"
"11",0,0.0294105241325301,0.0221270353858596,0.0138554114989599,0,0.0127394202950337,0,0.00530309406155421,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498524108810351,0,0.0345226474937385,0,0,0,0,0,0.00163807160063783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254132531242969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304093678679176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0,0.0681830853194488,0,0,0,0.0166555285728712,0.053965250906053,0.00745721828134854,0,0,0,-1,0,-0.00159282377071128,0,0,0,0,0.0660352937737242,0,0,0,0,0,0,0,0,0,-0.0263770222745572,0,0.034301295704109,0,0.0122482044519689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116012345549986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02787740619501,0,0,0,0.00575649518363878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277817410214981,0,0,0,0,0,0,0,0,0,0,0,0.000881177150029826,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0,0,0,-0.00159282377071128,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853213546855345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510445946340138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525001477951251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00632389305346891,0,0,0,0.000635002814010349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0.0638298547127633,0.0161596208648892,0,0,0.0248373409691384,0.0477737360303284,0.0108615864592076,0,0,0,0.0660352937737242,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0.0429524081470367,0,0.00965827588366762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212763332565277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380907283648839,0,0,0,0.0172275751649517,0,0,0,0,0,0,0,0,0,0,0,0,0.00484116148616934,0,0,0,0,0,0,0,-0.0117693774541395,0,0,0,0.0224616473747803,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,0.0835761116934227,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0345740758928745,0,0,0,0,0.0534483390930926,0,0,0,0,0,0,0,0,0,0,0,0,0.0370594229570208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0,0,0,-0.0106572562575939,0,0,-0.0171785391279687,-0.0205666801181667,0.0454003239794616,0,0,0,0,0,0,0,0,0,0,0,0,0.0345740758928745,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229305247203692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119472381144945,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0.00556700625412422,0,0,0.0279359324841931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717494349811881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242518247607299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0.0353574467017454,0,0,0,0,0,0,0,0,0,0,0,0,0.0534483390930926,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00228144464646859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331572235802837,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",0,0,0,0,0,0,0,0,0,0,0,-0.0263770222745572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277847490707242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0281836582944188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",0,0.0594255623074017,0.0546661727359698,0.0388288464400204,0,0.0396611448992868,0.0317864433258902,0.0483870577233277,0,0.000754511207848057,0.0498524108810351,0.034301295704109,0,0,0,0,0,0,0.0429524081470367,0,0,0,0,0,0.00556700625412422,0,0,0,0,0.0281836582944188,-1,0,0.0466569390241118,0,0,0,0,0,0.0184101789038404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221931366302682,0,0,0,0,0,0,0,0,0,0,0.0298653196028323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339553235326721,0.0188757284833796,0,0,0.0401136890603373,0,0.053499680180601,0,0,0,0,0,0,0,0,0,0,0.03236958380484,0,0,0,0.00606923384066022,0,0,0,0,0,0,0,0.0155473446921465,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525001477951251,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00351617888049094,0,0,0,0.0353917013593017,0.00843112395152029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",0,0.0452989188590178,0.0349668246800494,0.059191685859701,0,0.0412934836507528,0,0.0487029662615943,0,0,0.0345226474937385,0.0122482044519689,0,0,0,0,0,0,0.00965827588366762,0,0,0,0,0,0,0,0,0,0,0,0.0466569390241118,0,-1,0,0,0,0,0,0.0338052965592759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479307036332175,0,0,0,0,0,0,0,0,0,0,0.0217231317199594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166917532462494,0,0,0,0.00164027669861254,0,0.0477895164928334,0,0,0,0,0,0,0,0,0,0,0.0477991793614343,0,0,0,0,0,0,0,0,0,0,0,0.00311570044460888,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279359324841931,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0.0356149551928522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
