SampleName,Anaerobutyricum_hallii,Anaerotignum_lactatifermentans,Bacteroides_caecimuris,Bacteroides_coprocola,Bacteroides_coprophilus,Bacteroides_dorei,Bacteroides_fluxus,Bacteroides_fragilis,Bacteroides_pectinophilus,Bacteroides_plebeius,Bacteroides_thetaiotaomicron,Bacteroides_vulgatus,Blautia_hansenii,Blautia_obeum,Blautia_sp_N6H1-15,Clostridiales_bacterium_CCNA10,Clostridium_glycyrrhizinilyticum,Coprococcus_comes,Dorea_formicigenerans,Dorea_longicatena,Eubacterium_ramulus,Eubacterium_rectale,Faecalibacterium_prausnitzii,Faecalicatena_contorta,Fournierella_massiliensis,Fusicatenibacter_saccharivorans,Lachnospiraceae_bacterium_Choco86,Lachnospiraceae_bacterium_GAM79,Parabacteroides_johnsonii,Roseburia_faecis,Roseburia_hominis,Roseburia_inulinivorans,Ruminococcus_faecis,Ruminococcus_gnavus,Ruminococcus_lactaris,Ruminococcus_torques,Tyzzerella_nexilis
DRR127736,0.001278055968169578,2.925229448468098e-05,0.023166929025319822,0.37647554707787684,0.025895406094944437,0.11054223406897497,0.010093127145772209,0.004339805649273697,0.000382848917050436,0.016665661537075594,0.03584700200805408,0.1937029232998456,0.008705331301581572,0.0018746659302559421,0.0056380612159377995,0.00039522914136475343,0.0037959508194923405,0.001116320186139129,0.00019625888616135468,9.252496541477843e-05,0.0007844091993482977,0.00029827488173898647,0.00011645312577862481,0.000511534907044873,7.87055311157091e-05,0.0012268783534515298,0.0013112099979278233,0.0014777417394824413,0.03778341535550025,0.0004732751981862698,0.00019780826156689388,0.0002593636968261257,0.0011358856801504114,0.10122949876131195,0.0005125291471106448,0.0015917588043996324,0.03077812182586983
DRR127748,0.12738753299416528,0.0004072522930269328,0.005036215816985879,0.032172257915965466,0.024738062328371876,0.009574406679346548,0.004194339747545867,0.0014696321765722425,0.0011714782028931037,0.016007566327715057,0.0030845949660165436,0.22046152044283523,0.027946639563564697,0.26147158718197944,0.008246483131517525,0.002552219753550126,0.0017220403390750408,0.004708992375507993,0.004105329057678121,0.0007032178412466716,0.003972369430411904,0.001451628897670321,0.0006201973355858615,0.00033809335456526124,0.0003654570065687384,0.004591629845593509,0.003156155294434538,0.004377111784390443,0.0072823564407806475,0.0012097928420027383,0.0005721171271413669,0.002880893614694361,0.00433499758970084,0.13307355880350738,0.0016928585339730056,0.03662724354244047,0.03629216942097892
DRR127751,0.0015504173961306553,0.0008591588259099724,0.0010090273066160013,0.00167655611307702,0.00016182122496961274,0.0001946736406730465,0.0001324294279894037,0.0018556046969111922,0.005406492077213268,0.0018779339896607852,0.0016493851814902987,0.000546130980182336,0.0028313534456542405,0.002854147680968599,0.004952083360603704,0.0033254391787242337,0.013550504995175565,0.0011080581612340579,0.0016622302077686493,0.0005373975064734438,0.005490860731053202,0.0033177865278145664,0.10921964707089352,0.0002428347055671913,0.0005608292770095722,0.0031946776115261686,0.003183017756023589,0.012769311771313187,0.0002631601434957775,0.0063147287568080055,0.005003014274003325,0.0038336060035597712,0.0025013606355756336,0.718223617090656,0.0025825286853380616,0.0007717270565707435,0.0747864465053656
DRR127752,0.004411287758208605,0.00029016470569784135,0.00972800120321058,0.04095724319106929,0.04207693224995105,0.01994780239941624,0.007048510079027405,0.045889268780650555,0.00226122668022253,0.04304424573899859,0.01021473476196011,0.5833587795033466,0.0021319839831422218,0.00985828370870027,0.0013853291643648208,0.0004990818343606114,0.002119002766242684,0.0009028388558927679,0.0024504917039878857,0.0022521157444777696,0.0016245493702177671,0.002274798256525609,0.001486031426697081,0.0012016094671383295,6.362420055306966e-05,0.0028126966264694973,0.0027181204641689672,0.01816485902430169,0.012331989883938682,0.0019716821768316762,0.000785132855241449,0.04817116664127529,0.0016397293503205071,0.04071508641504917,0.000713920273667936,0.0014805434704327305,0.031017135284242305
DRR127755,0.012187702306701546,0.0011002055220698426,0.008483592887980076,0.35439433906348394,0.013405009132437215,0.0837441779539442,0.007359289842275208,0.009039837990638,0.00468046519466523,0.010179748532719291,0.009480584794523704,0.009395599265933858,0.00041082852308219173,0.04787283758811203,0.0005701664241610225,0.0017131945119443202,0.001369024829255704,0.0022041431743441086,0.009602411807494021,0.005421569915228155,0.00203015794373855,0.0892601009498306,0.05380977038413504,0.0012927454076235786,0.0008297653838316851,0.0220963556736846,0.0025963398865208177,0.007788872083956269,0.0018626074241422134,0.14091981273068485,0.0027997654781533013,0.04664916954341581,0.022354519358134203,0.001677296583171723,0.005022348143300596,0.0017352395520652951,0.0046604042126172935
DRR127756,0.01405900714921205,0.0034254347555898188,0.011142977234720516,0.0006172407388914264,0.0026033443765628534,0.0062168506927293135,0.00027857679217263955,0.3156652001430239,0.0025679430809943797,0.0072733017032645415,0.13086198672913063,0.0005453930281269277,0.0014487779900925657,0.034994191527015,0.006019401424720042,0.06042181514169114,0.00401953799525806,0.0038461019597284475,0.004246057874239641,0.05845904943469346,0.00291508477762397,0.0024210756528683713,0.024185568827392843,0.000730224157336102,0.0029123724077856177,0.050845692479874485,0.0014153379978342508,0.0027534473555914946,0.00035568773570636273,0.01988699715123678,0.05438424524642327,0.031104580527048488,0.0032283624743104505,0.1210262372731058,0.0011675321580984813,0.0008641726214562081,0.011091191384449703
DRR127762,0.004512047521683287,0.0003917862118552517,0.0039610538976370385,0.22963590194631128,0.02946331148513943,0.01572634726396895,0.004244438254933682,0.004257617295847444,0.00687619961213808,0.1539680722001314,0.01392288957083443,0.06318931087689547,0.0008051070550561342,0.00948747502996228,0.0006698237605582646,0.0035327333656291543,0.0011529824524178312,0.004238793665813164,0.0032928348724323574,0.0020167172310154246,0.004107331449977782,0.09052144986684069,0.04296135907772275,0.0002286061892481712,0.0006891170543748142,0.010282349717766601,0.0020572966168922813,0.09416377402944345,0.017326049222101927,0.026428669109218313,0.01106342991232769,0.12088064311935384,0.009233266879291692,0.0013039465634800888,0.006880297440554238,0.0009612831308176649,0.005565687050327492
DRR127763,0.00568090612875416,0.010699353014231673,0.012297630163564492,0.06264762058152651,0.01821644371134676,0.1069632839965988,0.024138096364533807,0.0023463904701559735,0.0047509385348768205,0.10817703543572853,0.008611759294401687,0.012265345506795972,0.0011474085555696683,0.024177515540636622,0.0004713352199208886,0.00782421033520698,0.0012723981277722807,0.028168030361647927,0.0027553814488802696,0.007550059925780973,0.007173080349067182,0.18226421196680984,0.12270256263179821,0.0016583918414958597,0.0023747855320499656,0.0065138806066936976,0.003820577792134893,0.11174498041668782,0.023338264772166023,0.0049284968887992504,0.03229112772077535,0.025314017097119383,0.00662991423589077,0.0012046937280346932,0.0012132080884793856,0.010273067040768453,0.006393596573298512
DRR127776,0.0026366161701265813,0.0001186589700821507,0.003048588201297707,0.014644167510641605,0.006525299937747788,0.07091479234890656,0.005512887967254619,0.0007535983541775135,0.0026813257245708747,0.01601187250688007,0.001871921288027131,0.13627548963963837,0.008314153528745701,0.26379759667298924,0.001099128782142926,0.003253435296572845,0.0007639442993121272,0.003560898908409194,0.003031404678571601,0.00049566978694667,0.004048682918991705,0.005566172508112301,0.09056931001361868,0.0006754844714149869,0.0011186677697902659,0.006610628529597908,0.0011115448344577888,0.003753953908324017,0.00038935971740425307,0.2956584812746672,0.004576310086022297,0.00487121738445399,0.006091771476289107,0.0199062985966661,0.0017980112423964707,0.00048453734616997864,0.007458117348581738
DRR127777,0.029614621730625644,0.000237534179458863,0.0013632888689300853,0.0063767972192336625,0.0069332490474045185,0.005215414534268438,0.005215780152941653,0.0018228974039804205,0.002187426137807556,0.26847173819535713,0.00240548054767175,0.08962127701985664,0.0018296760477739067,0.1279134204219765,0.0014242370010992512,0.0018310156305747331,0.0015372760766402841,0.034540894178020635,0.006333047677668439,0.01503523010357629,0.014083510029853575,0.011228722635142957,0.07431113014719164,0.0002747811236288822,0.0004066185540939897,0.11519022630376945,0.00291772273722462,0.012604594039129282,0.005733535123748082,0.0646695209589183,0.0019059957268778274,0.008835912385127006,0.006260210791641561,0.0070394252781515905,0.05721861808181771,0.002737298526429911,0.004671875382387226
